	i	text	gold
952	1037	Es	
953	1038	kann	
954	1039	nicht	
955	1040	fehlen	
956	1041	!	
957	1042	«	
958	1043	–	
959	1044	sagte	
960	1045	ich	(mention_id=136|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
961	1046	–	
962	1047	und	
963	1048	eilte	
964	1049	im	
965	1050	Fluge	
966	1051	auf	
967	1052	die	
968	1053	Wiese	
969	1054	.	
970	1055	Aber	
971	1056	wo	
972	1057	blieb	
973	1058	mein	(mention_id=137|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
974	1059	Muth	
975	1060	und	
976	1061	meine	(mention_id=138|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
977	1062	Selbstgenügsamkeit	
978	1063	als	
979	1064	mir	(mention_id=139|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
980	1065	die	
981	1066	Graziengestalt	(mention_id=140|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)|specialcase_reference=part))
982	1067	entgegen	
983	1068	kam	
984	1069	!	
985	1070	–	
986	1071	ich	(mention_id=141|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
987	1072	zitterte	
988	1073	so	
989	1074	heftig	
990	1075	,	
991	1076	daß	
992	1077	ich	(mention_id=142|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
993	1078	genöthigt	
994	1079	war	
995	1080	,	
996	1081	mich	(mention_id=143|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
997	1082	an	
998	1083	einen	
999	1084	Baum	
1000	1085	zu	
1001	1086	lehnen	
1002	1087	;	
1003	1088	und	
1004	1089	so	
1005	1090	,	
1006	1091	mit	
1007	1092	dem	
1008	1093	Huthe	
1009	1094	in	
1010	1095	der	
1011	1096	Hand	
1012	1097	,	
1013	1098	in	
1014	1099	der	
1015	1100	Stellung	
1016	1101	eines	
1017	1102	demüthig	
1018	1103	Bittenden	
1019	1104	,	
1020	1105	erwartete	
1021	1106	ich	(mention_id=144|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1022	1107	sie	(mention_id=145|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)),(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1023	1108	.	
1024	1109	Was	
1025	1110	ich	(mention_id=146|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1026	1111	sagte	
1027	1112	?	
1028	1113	was	
1029	1114	man	
1030	1115	mir	(mention_id=147|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1031	1116	antwortete	
1032	1117	?	
1033	1118	in	
1034	1119	der	
1035	1120	That	
1036	1121	,	
1037	1122	ich	(mention_id=148|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1038	1123	weiß	
1039	1124	es	
1040	1125	nicht	
1041	1126	mehr	
1042	1127	.	
1043	1128	Ich	(mention_id=149|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1044	1129	fand	
1045	1130	mich	(mention_id=150|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1046	1131	mit	
1047	1132	einem	
1048	1133	Mahle	
1049	1134	unter	
1050	1135	der	
1051	1136	Linde	
1052	1137	,	
1053	1138	Marien	(mention_id=151|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1054	1139	gegenüber	
1055	1140	.	
1056	1141	Freilich	
1057	1142	ward	
1058	1143	mein	(mention_id=152|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1059	1144	Antrag	
1060	1145	verworfen	
1061	1146	,	
1062	1147	freilich	
1063	1148	ahnete	
1064	1149	ich	(mention_id=153|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1065	1150	den	
1066	1151	Schmerz	
1067	1152	,	
1068	1153	der	
1069	1154	meiner	(mention_id=154|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1070	1155	wartete	
1071	1156	:	
1072	1157	aber	
1073	1158	voll	
1074	1159	seeliger	
1075	1160	Trunkenheit	
1076	1161	in	
1077	1162	Mariens	(mention_id=155|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1078	1163	Nähe	
1079	1164	,	
1080	1165	wie	
1081	1166	hätte	
1082	1167	eine	
1083	1168	unangenehme	
1084	1169	Empfindung	
1085	1170	die	
1086	1171	herrschende	
1087	1172	bey	
1088	1173	mir	(mention_id=156|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1089	1174	werden	
1090	1175	können	
1091	1176	!	
1092	1177	–	
1093	1178	Aber	
1094	1179	jetzt	
1095	1180	stand	
1096	1181	Marie	(mention_id=157|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1097	1182	auf	
1098	1183	.	
1099	1184	»	
1100	1185	Du	(mention_id=158|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1101	1186	siehst	
1102	1187	sie	(mention_id=159|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)),(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1103	1188	nicht	
1104	1189	wieder	
1105	1190	«	
1106	1191	–	
1107	1192	dachte	
1108	1193	ich	(mention_id=160|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1109	1194	,	
1110	1195	und	
1111	1196	mein	(mention_id=161|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1112	1197	Rausch	
1113	1198	war	
1114	1199	verschwunden	
1115	1200	.	
1116	1201	–	
1117	1202	Mit	
1118	1203	dem	
1119	1204	äußersten	
1120	1205	Ungestüm	
1121	1206	,	
1122	1207	die	
1123	1208	Augen	
1124	1209	unverwandt	
1125	1210	auf	
1126	1211	Marien	(mention_id=162|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1127	1212	–	
1128	1213	als	
1129	1214	wollte	
1130	1215	ich	(mention_id=163|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1131	1216	sie	(mention_id=164|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1132	1217	damit	
1133	1218	festhalten	
1134	1219	–	
1135	1220	gerichtet	
1136	1221	,	
1137	1222	ergriff	
1138	1223	ich	(mention_id=165|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1139	1224	die	
1140	1225	Hand	
1141	1226	ihrer	(mention_id=166|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1142	1227	Begleiterinn	(mention_id=167|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1143	1228	.	
1144	1229	»	
1145	1230	Wäre	
1146	1231	es	
1147	1232	möglich	
1148	1233	Madam	(mention_id=168|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1149	1234	«	
1150	1235	–	
1151	1236	sagte	
1152	1237	ich	(mention_id=169|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1153	1238	mit	
1154	1239	einem	
1155	1240	Tone	
1156	1241	der	
1157	1242	das	
1158	1243	Mittel	
1159	1244	zwischen	
1160	1245	Befehl	
1161	1246	und	
1162	1247	Bitte	
1163	1248	war	
1164	1249	–	
1165	1250	»	
1166	1251	wäre	
1167	1252	es	
1168	1253	möglich	
1169	1254	daß	
1170	1255	Sie	(mention_id=170|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1171	1256	mir	(mention_id=171|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1172	1257	Ihren	(mention_id=172|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1173	1258	künftigen	
1174	1259	Aufenthalt	
1175	1260	verbergen	
1176	1261	,	
1177	1262	daß	
1178	1263	sie	(mention_id=173|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1179	1264	mir	(mention_id=174|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1180	1265	die	
1181	1266	Erlaubniß	
1182	1267	,	
1183	1268	Sie	(mention_id=175|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1184	1269	wieder	
1185	1270	zu	
1186	1271	sehen	
1187	1272	,	
1188	1273	versagen	
1189	1274	könnten	
1190	1275	?	
1191	1276	«	
1192	1277	»	
1193	1278	Sie	(mention_id=176|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1194	1279	vergessen	
1195	1280	mein	(mention_id=177|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1196	1281	Herr	(mention_id=178|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1197	1282	«	
1198	1283	–	
1199	1284	erwiederte	
1200	1285	sie	(mention_id=179|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1201	1286	mit	
1202	1287	Kälte	
1203	1288	,	
1204	1289	–	
1205	1290	»	
1206	1291	daß	
1207	1292	man	
1208	1293	Gründe	
1209	1294	haben	
1210	1295	kann	
1211	1296	,	
1212	1297	gewisse	
1213	1298	Dinge	
1214	1299	zu	
1215	1300	verschweigen	
1216	1301	.	
1217	1302	«	
1218	1303	–	
1219	1304	Jetzt	
1220	1305	hatte	
1221	1306	ich	(mention_id=180|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1222	1307	alle	
1223	1308	Fassung	
1224	1309	verloren	
1225	1310	.	
1226	1311	»	
1227	1312	Madam	(mention_id=181|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1228	1313	«	
1229	1314	–	
1230	1315	sagte	
1231	1316	ich	(mention_id=182|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1232	1317	;	
1233	1318	und	
1234	1319	trat	
1235	1320	ihr	(mention_id=183|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1236	1321	gerade	
1237	1322	in	
1238	1323	den	
1239	1324	Weg	
1240	1325	–	
1241	1326	»	
1242	1327	wenn	
1243	1328	sie	(mention_id=184|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1244	1329	einen	
1245	1330	Augenblick	
1246	1331	bedenken	
1247	1332	wollten	
1248	1333	.	
1249	1334	«	
1250	1335	–	
1251	1336	»	
1252	1337	Was	
1253	1338	wäre	
1254	1339	hierbey	
1255	1340	weiter	
1256	1341	zu	
1257	1342	bedenken	
1258	1343	?	
1259	1344	«	
1260	1345	–	
1261	1346	antwortete	
1262	1347	sie	(mention_id=185|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1263	1348	empfindlich	
1264	1349	.	
1265	1350	»	
1266	1351	Ach	
1267	1352	Madam	(mention_id=186|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1268	1353	!	
1269	1354	«	
1270	1355	–	
1271	1356	fuhr	
1272	1357	ich	(mention_id=187|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1273	1358	fort	
1274	1359	–	
1275	1360	»	
1276	1361	wenn	
1277	1362	Sie	(mention_id=188|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1278	1363	wüßten	
1279	1364	wie	
1280	1365	sehr	
1281	1366	.	
1282	1367	«	
1283	1368	–	
1284	1369	»	
1285	1370	Ich	(mention_id=189|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1286	1371	weiß	
1287	1372	!	
1288	1373	ich	(mention_id=190|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1289	1374	weiß	
1290	1375	mein	(mention_id=191|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1291	1376	Herr	(mention_id=192|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1292	1377	!	
1293	1378	«	
1294	1379	–	
1295	1380	unterbrach	
1296	1381	sie	(mention_id=193|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1297	1382	mich	(mention_id=194|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1298	1383	mit	
1299	1384	einem	
1300	1385	Lächeln	
1301	1386	,	
1302	1387	das	
1303	1388	mir	(mention_id=195|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1304	1389	durch	
1305	1390	die	
1306	1391	Seele	
1307	1392	ging	
1308	1393	.	
1309	1394	»	
1310	1395	Mein	(mention_id=196|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1311	1396	ganzes	
1312	1397	Schicksal	
1313	1398	!	
1314	1399	«	
1315	1400	–	
1316	1401	rief	
1317	1402	ich	(mention_id=197|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1318	1403	aus	
1319	1404	.	
1320	1405	»	
1321	1406	Es	
1322	1407	wird	
1323	1408	spät	
1324	1409	mein	(mention_id=198|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1325	1410	Herr	(mention_id=199|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1326	1411	.	
1327	1412	«	
1328	1413	–	
1329	1414	sagte	
1330	1415	sie	(mention_id=200|references=(entity=(entity_id=figur_0010|fullname=Mariens Begleiterin|gender=f)))
1331	1416	mit	
1332	1417	einer	
1333	1418	Verbeugung	
1334	1419	,	
1335	1420	nahm	
1336	1421	Marien	(mention_id=201|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1337	1422	bey	
1338	1423	der	
1339	1424	Hand	
1340	1425	,	
1341	1426	und	
1342	1427	da	
1343	1428	stand	
1344	1429	ich	(mention_id=202|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1345	1430	.	
1346	1431	–	
1347	1432	–	
1348	1433	Fünftes	
1349	1434	Kapitel	
1350	1435	»	
1351	1436	Mein	(mention_id=203|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1352	1437	Pferd	
1353	1438	!	
1354	1439	«	
1355	1440	–	
1356	1441	rief	
1357	1442	ich	(mention_id=204|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1358	1443	,	
1359	1444	aus	
1360	1445	meiner	(mention_id=205|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1361	1446	Betäubung	
1362	1447	erwachend	
1363	1448	der	
1364	1449	Wirthinn	(mention_id=206|references=(entity=(entity_id=figur_0013|fullname=Wirtin|gender=f)))
1365	1450	entgegen	
1366	1451	–	
1367	1452	und	
1368	1453	stürmte	
1369	1454	–	
1370	1455	ohne	
1371	1456	mich	(mention_id=207|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1372	1457	weiter	
1373	1458	durch	
1374	1459	ihre	(mention_id=208|references=(entity=(entity_id=figur_0013|fullname=Wirtin|gender=f)))
1375	1460	Fragen	
1376	1461	aufhalten	
1377	1462	zu	
1378	1463	lassen	
1379	1464	–	
1380	1465	aus	
1381	1466	dem	
1382	1467	Städtchen	
1383	1468	hinaus	
1384	1469	.	
1385	1470	Wie	
1386	1471	heftig	
1387	1472	erschrack	
1388	1473	meine	(mention_id=209|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1389	1474	gute	
1390	1475	,	
1391	1476	schwache	
1392	1477	Tante	(mention_id=210|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1393	1478	,	
1394	1479	als	
1395	1480	sie	(mention_id=211|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1396	1481	mich	(mention_id=212|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1397	1482	blas	
1398	1483	und	
1399	1484	entstellt	
1400	1485	in	
1401	1486	ihr	(mention_id=213|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1402	1487	Zimmer	
1403	1488	treten	
1404	1489	sah	
1405	1490	.	
1406	1491	Das	
1407	1492	ganze	
1408	1493	Haus	
1409	1494	gerieth	
1410	1495	in	
1411	1496	Bewegung	
1412	1497	.	
1413	1498	Es	
1414	1499	wurden	
1415	1500	Expresse	
1416	1501	zu	
1417	1502	dem	
1418	1503	Arzte	(mention_id=214|references=(entity=(entity_id=figur_0001|fullname=Arzt|gender=m)))
1419	1504	und	
1420	1505	zu	
1421	1506	dem	
1422	1507	Chirurgus	(mention_id=215|references=(entity=(entity_id=figur_0003|fullname=Chirurg|gender=m)))
1423	1508	gesandt	
1424	1509	,	
1425	1510	und	
1426	1511	mir	(mention_id=216|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1427	1512	selbst	
1428	1513	schien	
1429	1514	es	
1430	1515	von	
1431	1516	Augenblicke	
1432	1517	zu	
1433	1518	Augenblicke	
1434	1519	gewisser	
1435	1520	:	
1436	1521	daß	
1437	1522	meine	(mention_id=217|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1438	1523	Gesundheit	
1439	1524	dieser	
1440	1525	heftigen	
1441	1526	Erschütterung	
1442	1527	nicht	
1443	1528	widerstehen	
1444	1529	würde	
1445	1530	.	
1446	1531	Welch	
1447	1532	ein	
1448	1533	unerhörter	
1449	1534	Zufall	
1450	1535	–	
1451	1536	es	
1452	1537	war	
1453	1538	der	
1454	1539	erste	
1455	1540	Wunsch	
1456	1541	in	
1457	1542	meinem	(mention_id=218|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1458	1543	Leben	
1459	1544	,	
1460	1545	der	
1461	1546	nicht	
1462	1547	augenblicklich	
1463	1548	erfüllt	
1464	1549	wurde	
1465	1550	.	
1466	1551	–	
1467	1552	»	
1468	1553	Nein	
1469	1554	ich	(mention_id=219|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1470	1555	dulde	
1471	1556	es	
1472	1557	nicht	
1473	1558	«	
1474	1559	–	
1475	1560	rief	
1476	1561	ich	(mention_id=220|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1477	1562	aus	
1478	1563	–	
1479	1564	ich	(mention_id=221|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1480	1565	lasse	
1481	1566	sie	
1482	1567	mir	(mention_id=222|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1483	1568	nicht	
1484	1569	entreißen	
1485	1570	!	
1486	1571	ich	(mention_id=223|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1487	1572	will	
1488	1573	wissen	
1489	1574	,	
1490	1575	wer	
1491	1576	sie	(mention_id=224|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1492	1577	ist	
1493	1578	,	
1494	1579	wo	
1495	1580	sie	(mention_id=225|references=(entity=(entity_id=figur_0009|fullname=Marie|gender=f)))
1496	1581	bleibt	
1497	1582	,	
1498	1583	und	
1499	1584	wenn	
1500	1585	die	
1501	1586	ganze	
1502	1587	Welt	
1503	1588	sich	
1504	1589	dawider	
1505	1590	setzte	
1506	1591	!	
1507	1592	«	
1508	1593	»	
1509	1594	Wer	
1510	1595	denn	
1511	1596	?	
1512	1597	–	
1513	1598	sagte	
1514	1599	meine	(mention_id=226|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1515	1600	Tante	(mention_id=227|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1516	1601	–	
1517	1602	zitternd	
1518	1603	vor	
1519	1604	Angst	
1520	1605	.	
1521	1606	»	
1522	1607	Wer	
1523	1608	denn	
1524	1609	?	
1525	1610	«	
1526	1611	–	
1527	1612	liebstes	
1528	1613	Kind	(mention_id=228|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1529	1614	!	
1530	1615	–	
1531	1616	ich	(mention_id=229|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1532	1617	will	
1533	1618	ja	
1534	1619	den	
1535	1620	Augenblick	
1536	1621	Anstalt	
1537	1622	machen	
1538	1623	.	
1539	1624	Ach	
1540	1625	hätte	
1541	1626	ich	(mention_id=230|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1542	1627	doch	
1543	1628	nur	
1544	1629	Ludwig	(mention_id=231|references=(entity=(entity_id=figur_0008|fullname=Ludwig|gender=m)))
1545	1630	nicht	
1546	1631	weggeschickt	
1547	1632	!	
1548	1633	«	
1549	1634	»	
1550	1635	Nicht	
1551	1636	Ludwig	(mention_id=232|references=(entity=(entity_id=figur_0008|fullname=Ludwig|gender=m)))
1552	1637	,	
1553	1638	nicht	
1554	1639	Sie	(mention_id=233|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1555	1640	,	
1556	1641	kein	
1557	1642	Mensch	
1558	1643	kann	
1559	1644	mir	(mention_id=234|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1560	1645	helfen	
1561	1646	!	
1562	1647	«	
1563	1648	–	
1564	1649	rief	
1565	1650	ich	(mention_id=235|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1566	1651	,	
1567	1652	indem	
1568	1653	ich	(mention_id=236|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1569	1654	mich	(mention_id=237|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1570	1655	verzweiflungsvoll	
1571	1656	auf	
1572	1657	das	
1573	1658	Sopha	
1574	1659	warf	
1575	1660	und	
1576	1661	,	
1577	1662	taub	
1578	1663	gegen	
1579	1664	ihre	(mention_id=238|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1580	1665	Bitten	
1581	1666	,	
1582	1667	in	
1583	1668	ein	
1584	1669	langes	
1585	1670	,	
1586	1671	mürrisches	
1587	1672	Stillschweigen	
1588	1673	mich	(mention_id=239|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1589	1674	vertiefte	
1590	1675	.	
1591	1676	Endlich	
1592	1677	sprang	
1593	1678	ich	(mention_id=240|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1594	1679	auf	
1595	1680	,	
1596	1681	lief	
1597	1682	zur	
1598	1683	Klingel	
1599	1684	,	
1600	1685	und	
1601	1686	schellte	
1602	1687	so	
1603	1688	heftig	
1604	1689	,	
1605	1690	daß	
1606	1691	die	
1607	1692	Fenster	
1608	1693	klirrten	
1609	1694	.	
1610	1695	»	
1611	1696	Was	
1612	1697	befehlen	
1613	1698	Ihro	
1614	1699	Gnaden	(mention_id=241|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1615	1700	?	
1616	1701	–	
1617	1702	rief	
1618	1703	ein	
1619	1704	allerliebstes	
1620	1705	kleines	
1621	1706	Figürchen	(mention_id=242|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1622	1707	in	
1623	1708	einem	
1624	1709	grünen	
1625	1710	Corsette	
1626	1711	zur	
1627	1712	Thüre	
1628	1713	hinein	
1629	1714	.	
1630	1715	–	
1631	1716	»	
1632	1717	Ist	
1633	1718	mein	(mention_id=243|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1634	1719	Pferd	
1635	1720	«	
1636	1721	–	
1637	1722	hub	
1638	1723	ich	(mention_id=244|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1639	1724	an	
1640	1725	–	
1641	1726	und	
1642	1727	mein	(mention_id=245|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1643	1728	Ton	
1644	1729	wurde	
1645	1730	plötzlich	
1646	1731	sanfter	
1647	1732	.	
1648	1733	–	
1649	1734	»	
1650	1735	O	
1651	1736	ja	
1652	1737	!	
1653	1738	–	
1654	1739	unterbrach	
1655	1740	sie	(mention_id=246|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1656	1741	mich	(mention_id=247|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1657	1742	–	
1658	1743	indem	
1659	1744	sie	(mention_id=248|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1660	1745	herzhaft	
1661	1746	vortrat	
1662	1747	und	
1663	1748	mir	(mention_id=249|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1664	1749	ein	
1665	1750	paar	
1666	1751	große	
1667	1752	schwarze	
1668	1753	Augen	
1669	1754	entgegenleuchten	
1670	1755	ließ	
1671	1756	;	
1672	1757	die	
1673	1758	keinen	
1674	1759	Augenblick	
1675	1760	an	
1676	1761	ihrer	(mention_id=250|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1677	1762	Allmacht	
1678	1763	zu	
1679	1764	zweifeln	
1680	1765	scheinen	
1681	1766	–	
1682	1767	»	
1683	1768	Das	
1684	1769	Pferd	
1685	1770	ist	
1686	1771	so	
1687	1772	eben	
1688	1773	in	
1689	1774	den	
1690	1775	Stall	
1691	1776	gebracht	
1692	1777	.	
1693	1778	«	
1694	1779	»	
1695	1780	Der	
1696	1781	gnädige	
1697	1782	Herr	(mention_id=251|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1698	1783	werden	
1699	1784	doch	
1700	1785	wohl	
1701	1786	nicht	
1702	1787	wieder	
1703	1788	ausreiten	
1704	1789	wollen	
1705	1790	?	
1706	1791	–	
1707	1792	das	
1708	1793	arme	
1709	1794	Thier	
1710	1795	schien	
1711	1796	äußerst	
1712	1797	ermüdet	
1713	1798	.	
1714	1799	«	
1715	1800	Die	
1716	1801	Figur	
1717	1802	war	
1718	1803	mir	(mention_id=252|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1719	1804	fremd	
1720	1805	,	
1721	1806	dieser	
1722	1807	zurechtweisende	
1723	1808	Ton	
1724	1809	war	
1725	1810	es	
1726	1811	noch	
1727	1812	mehr	
1728	1813	.	
1729	1814	Mit	
1730	1815	einem	
1731	1816	fragenden	
1732	1817	Blick	
1733	1818	wandte	
1734	1819	ich	(mention_id=253|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1735	1820	mich	(mention_id=254|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1736	1821	an	
1737	1822	meine	(mention_id=255|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1738	1823	Tante	(mention_id=256|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1739	1824	.	
1740	1825	»	
1741	1826	Die	
1742	1827	neue	
1743	1828	Kammerjungfer	(mention_id=257|references=(entity=(entity_id=figur_0007|fullname=Kammerjungfer|gender=f)))
1744	1829	«	
1745	1830	–	
1746	1831	sagte	
1747	1832	sie	(mention_id=258|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1748	1833	entschuldigend	
1749	1834	.	
1750	1835	–	
1751	1836	»	
1752	1837	Aber	
1753	1838	«	
1754	1839	–	
1755	1840	fuhr	
1756	1841	sie	(mention_id=259|references=(entity=(entity_id=figur_0011|fullname=Tante|gender=f)))
1757	1842	mit	
1758	1843	einer	
1759	1844	bittenden	
1760	1845	Miene	
1761	1846	fort	
1762	1847	–	
1763	1848	»	
1764	1849	liebster	
1765	1850	Gustav	(mention_id=260|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1766	1851	!	
1767	1852	wäre	
1768	1853	es	
1769	1854	denn	
1770	1855	nicht	
1771	1856	möglich	
1772	1857	?	
1773	1858	daß	
1774	1859	Du	(mention_id=261|references=(entity=(entity_id=figur_0004|fullname=Gustav|gender=m)))
1775	1860	vorher	
1776	1861	etwas	
1777	1862	ausruhen	
1778	1863	könntest	
1779	1864	?	
1780	1865	«	
1781	1866	–	
1782	1867	»	
1783	1868	Das	
1784	1869	dächte	
