	i	text	gold
1021	1021	Franz	(mention_id=103|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1022	1022	,	
1023	1023	und	
1024	1024	wäre	
1025	1025	sie	(mention_id=104|references=(entity=(entity_id=generic_0002|fullname=arme Zukünftige|gender=u|specialcase_entity=generic)))
1026	1026	die	
1027	1027	Perle	(mention_id=105|references=(entity=(entity_id=generic_0003|fullname=arme Zukünftige|gender=u|specialcase_entity=generic)))
1028	1028	aller	
1029	1029	Weltteile	
1030	1030	.	
1031	1031	In	
1032	1032	deiner	(mention_id=106|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1033	1033	Lage	
1034	1034	würde	
1035	1035	es	
1036	1036	einfach	
1037	1037	Torheit	
1038	1038	sein	
1039	1039	,	
1040	1040	eine	
1041	1041	Sünde	
1042	1042	an	
1043	1043	dir	(mention_id=107|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1044	1044	und	
1045	1045	allen	
1046	1046	deinen	(mention_id=108|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1047	1047	Nachkommen	(mention_id=109|references=(entity=(entity_id=figur_0015|fullname=Nachkommen des Franz Linden|gender=u|specialcase_entity=group,nonfact)))
1048	1048	.	
1049	1049	–	
1050	1050	Es	
1051	1051	schadet	
1052	1052	rein	
1053	1053	gar	
1054	1054	nichts	
1055	1055	,	
1056	1056	wenn	
1057	1057	deine	(mention_id=110|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1058	1058	hübschen	
1059	1059	Reime	
1060	1060	nicht	
1061	1061	auf	
1062	1062	sie	(mention_id=111|references=(entity=(entity_id=figur_0020|fullname=Zukünfige|gender=f|specialcase_entity=nonfact)))
1063	1063	passen	
1064	1064	–	
1065	1065	du	(mention_id=112|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1066	1066	wirst	
1067	1067	auch	
1068	1068	die	
1069	1069	Schönste	(mention_id=113|references=(entity=(entity_id=figur_0022|fullname=die Schönste Zukünftige|gender=f|specialcase_entity=generic,nonfact)))
1070	1070	nicht	
1071	1071	ewig	
1072	1072	andichten	
1073	1073	.	
1074	1074	–	
1075	1075	Jammervoll	
1076	1076	!	
1077	1077	«	
1078	1078	Er	(mention_id=114|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1079	1079	stiebte	
1080	1080	die	
1081	1081	Asche	
1082	1082	seiner	(mention_id=115|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1083	1083	Zigarre	
1084	1084	ab	
1085	1085	.	
1086	1086	»	
1087	1087	In	
1088	1088	Frankfurt	
1089	1089	–	
1090	1090	hättest	
1091	1091	du	(mention_id=116|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1092	1092	ernstlich	
1093	1093	gewollt	
1094	1094	–	
1095	1095	war	
1096	1096	was	
1097	1097	zu	
1098	1098	machen	
1099	1099	.	
1100	1100	Aber	
1101	1101	du	(mention_id=117|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1102	1102	hast	
1103	1103	dich	(mention_id=118|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1104	1104	von	
1105	1105	den	
1106	1106	koketten	
1107	1107	Augen	
1108	1108	der	
1109	1109	kleinen	
1110	1110	Thea	(mention_id=119|references=(entity=(entity_id=figur_0019|fullname=Thea|gender=f)))
1111	1111	völlig	
1112	1112	blenden	
1113	1113	lassen	
1114	1114	.	
1115	1115	Wie	
1116	1116	oft	
1117	1117	habe	
1118	1118	ich	(mention_id=120|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1119	1119	mich	(mention_id=121|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1120	1120	damals	
1121	1121	geärgert	
1122	1122	!	
1123	1123	–	
1124	1124	Wenn	
1125	1125	der	
1126	1126	Mensch	(mention_id=122|references=(entity=(entity_id=generic_0004|fullname=Mensch über 25|gender=u|specialcase_entity=generic)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1127	1127	über	
1128	1128	die	
1129	1129	Fünfundzwanzig	
1130	1130	hinaus	
1131	1131	ist	
1132	1132	,	
1133	1133	sollte	
1134	1134	er	(mention_id=123|references=(entity=(entity_id=generic_0005|fullname=Mensch über 25|gender=u|specialcase_entity=generic)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1135	1135	wahrhaftig	
1136	1136	vernünftiger	
1137	1137	werden	
1138	1138	!	
1139	1139	«	
1140	1140	Franz	(mention_id=124|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1141	1141	Linden	(mention_id=124|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1142	1142	schwieg	
1143	1143	beharrlich	
1144	1144	,	
1145	1145	und	
1146	1146	der	
1147	1147	Kleine	(mention_id=125|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1148	1148	wußte	
1149	1149	sofort	
1150	1150	,	
1151	1151	daß	
1152	1152	er	(mention_id=126|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1153	1153	,	
1154	1154	wie	
1155	1155	er	(mention_id=127|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1156	1156	sich	(mention_id=128|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1157	1157	auszudrücken	
1158	1158	pflegte	
1159	1159	,	
1160	1160	in	
1161	1161	den	
1162	1162	Fettopf	
1163	1163	getreten	
1164	1164	hatte	
1165	1165	.	
1166	1166	»	
1167	1167	Na	
1168	1168	,	
1169	1169	Franz	(mention_id=129|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1170	1170	,	
1171	1171	laß	
1172	1172	gut	
1173	1173	sein	
1174	1174	«	
1175	1175	,	
1176	1176	scherzte	
1177	1177	er	(mention_id=130|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1178	1178	,	
1179	1179	»	
1180	1180	hier	
1181	1181	gibt's	
1182	1182	vielleicht	
1183	1183	auch	
1184	1184	reiche	
1185	1185	Mädchen	(mention_id=131|references=(entity=(entity_id=generic_0006|fullname=reiche Mädchen|gender=u|specialcase_entity=generic)))
1186	1186	.	
1187	1187	«	
1188	1188	»	
1189	1189	Ei	
1190	1190	gewiß	
1191	1191	,	
1192	1192	mein	(mention_id=132|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1193	1193	Herr	(mention_id=133|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1194	1194	,	
1195	1195	ei	
1196	1196	gewiß	
1197	1197	«	
1198	1198	,	
1199	1199	klang	
1200	1200	es	
1201	1201	hinter	
1202	1202	ihnen	(mention_id=134|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1203	1203	,	
1204	1204	»	
1205	1205	reiche	
1206	1206	Mädchen	(mention_id=135|references=(entity=(entity_id=generic_0007|fullname=reiche Mädchen|gender=u|specialcase_entity=generic)))
1207	1207	und	
1208	1208	hübsche	
1209	1209	Mädchen	(mention_id=136|references=(entity=(entity_id=figur_0023|fullname=hübsche Mädchen|gender=f|specialcase_entity=generic,group)))
1210	1210	.	
1211	1211	Unsere	(mention_id=137|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1212	1212	alte	
1213	1213	Stadt	
1214	1214	ist	
1215	1215	von	
1216	1216	jeher	
1217	1217	dafür	
1218	1218	berühmt	
1219	1219	gewesen	
1220	1220	.	
1221	1221	«	
1222	1222	Beide	
1223	1223	Herren	(mention_id=138|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1224	1224	wandten	
1225	1225	sich	(mention_id=139|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1226	1226	nach	
1227	1227	dem	
1228	1228	Sprecher	(mention_id=140|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1229	1229	um	
1230	1230	;	
1231	1231	der	
1232	1232	Amtsrichter	(mention_id=141|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1233	1233	nur	
1234	1234	,	
1235	1235	um	
1236	1236	mit	
1237	1237	einem	
1238	1238	ärgerlichen	
1239	1239	Achselzucken	
1240	1240	sofort	
1241	1241	wieder	
1242	1242	in	
1243	1243	die	
1244	1244	Gegend	
1245	1245	hinauszuschauen	
1246	1246	,	
1247	1247	Franz	(mention_id=142|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1248	1248	Linden	(mention_id=142|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1249	1249	,	
1250	1250	um	
1251	1251	ihn	(mention_id=143|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1252	1252	höflich	
1253	1253	zu	
1254	1254	begrüßen	
1255	1255	.	
1256	1256	»	
1257	1257	Ich	(mention_id=144|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1258	1258	bringe	
1259	1259	die	
1260	1260	gewünschten	
1261	1261	Notizen	
1262	1262	«	
1263	1263	,	
1264	1264	fuhr	
1265	1265	der	
1266	1266	Eingetretene	(mention_id=145|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1267	1267	fort	
1268	1268	,	
1269	1269	ein	
1270	1270	kleiner	
1271	1271	Mann	(mention_id=146|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1272	1272	in	
1273	1273	den	
1274	1274	fünfziger	
1275	1275	Jahren	
1276	1276	,	
1277	1277	mit	
1278	1278	einem	
1279	1279	unglaublich	
1280	1280	schmalen	
1281	1281	spitzen	
1282	1282	Gesicht	
1283	1283	,	
1284	1284	auf	
1285	1285	dem	
1286	1286	ein	
1287	1287	süßes	
1288	1288	Lächeln	
1289	1289	spielte	
1290	1290	,	
1291	1291	devot	
1292	1292	in	
1293	1293	jeder	
1294	1294	Miene	
1295	1295	,	
1296	1296	jeder	
1297	1297	Bewegung	
1298	1298	.	
1299	1299	»	
1300	1300	Ich	(mention_id=147|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1301	1301	danke	
1302	1302	sehr	
1303	1303	,	
1304	1304	Herr	(mention_id=148|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1305	1305	Wolff	(mention_id=148|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1306	1306	«	
1307	1307	,	
1308	1308	sagte	
1309	1309	Franz	(mention_id=149|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1310	1310	Linden	(mention_id=149|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1311	1311	und	
1312	1312	nahm	
1313	1313	die	
1314	1314	Papiere	
1315	1315	.	
1316	1316	»	
1317	1317	Wenn	
1318	1318	ich	(mention_id=150|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1319	1319	sonst	
1320	1320	noch	
1321	1321	dienen	
1322	1322	kann	
1323	1323	–	
1324	1324	–	
1325	1325	Fräulein	(mention_id=151|references=(entity=(entity_id=figur_0018|fullname=Tante des Franz Linden|gender=f)))
1326	1326	Rosalie	(mention_id=151|references=(entity=(entity_id=figur_0018|fullname=Tante des Franz Linden|gender=f)))
1327	1327	wird	
1328	1328	bezeugen	
1329	1329	,	
1330	1330	daß	
1331	1331	ich	(mention_id=152|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1332	1332	dem	
1333	1333	verstorbenen	
1334	1334	Herrn	(mention_id=153|references=(entity=(entity_id=figur_0016|fullname=Onkel des Franz Linden|gender=m)))
1335	1335	Onkel	(mention_id=153|references=(entity=(entity_id=figur_0016|fullname=Onkel des Franz Linden|gender=m)))
1336	1336	stets	
1337	1337	ein	
1338	1338	dienstwilliger	
1339	1339	Freund	(mention_id=154|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1340	1340	gewesen	
1341	1341	–	
1342	1342	«	
1343	1343	»	
1344	1344	Ich	(mention_id=155|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1345	1345	bin	
1346	1346	völlig	
1347	1347	fremd	
1348	1348	hier	
1349	1349	«	
1350	1350	,	
1351	1351	erwiderte	
1352	1352	der	
1353	1353	junge	
1354	1354	Hausherr	(mention_id=156|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1355	1355	,	
1356	1356	»	
1357	1357	es	
1358	1358	kann	
1359	1359	wohl	
1360	1360	sein	
1361	1361	,	
1362	1362	daß	
1363	1363	ich	(mention_id=157|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1364	1364	Ihrer	(mention_id=158|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1365	1365	Hilfe	
1366	1366	bedarf	
1367	1367	.	
1368	1368	«	
1369	1369	»	
1370	1370	Größte	
1371	1371	Ehre	
1372	1372	,	
1373	1373	Herr	(mention_id=159|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1374	1374	Linden	(mention_id=159|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1375	1375	!	
1376	1376	Ja	
1377	1377	,	
1378	1378	und	
1379	1379	wie	
1380	1380	gesagt	
1381	1381	,	
1382	1382	sollten	
1383	1383	Sie	(mention_id=160|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1384	1384	in	
1385	1385	der	
1386	1386	Stadt	
1387	1387	Bekanntschaften	
1388	1388	suchen	
1389	1389	–	
1390	1390	da	
1391	1391	sind	
1392	1392	die	
1393	1393	Tubmanns	(mention_id=161|references=(entity=(entity_id=figur_0006|fullname=Familie Tubmann|gender=u|specialcase_entity=group)))
1394	1394	,	
1395	1395	die	
1396	1396	Schenks	(mention_id=162|references=(entity=(entity_id=figur_0005|fullname=Familie Schenk|gender=u|specialcase_entity=group)))
1397	1397	,	
1398	1398	die	
1399	1399	Meiers	(mention_id=163|references=(entity=(entity_id=figur_0004|fullname=Familie Meier|gender=u|specialcase_entity=group)))
1400	1400	und	
1401	1401	Hellborns	(mention_id=164|references=(entity=(entity_id=figur_0003|fullname=Familie Hellborn|gender=u|specialcase_entity=group)))
1402	1402	,	
1403	1403	und	
1404	1404	vor	
1405	1405	allem	
1406	1406	die	
1407	1407	Baumhagens	(mention_id=165|references=(entity=(entity_id=figur_0002|fullname=Familie Baumhagen|gender=u)))
1408	1408	.	
1409	1409	Reiche	
1410	1410	und	
1411	1411	angenehme	
1412	1412	Häuser	
1413	1413	,	
1414	1414	Herr	(mention_id=166|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1415	1415	Linden	(mention_id=166|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1416	1416	–	
1417	1417	werden	
1418	1418	mit	
1419	1419	offenen	
1420	1420	Armen	
1421	1421	aufgenommen	
1422	1422	,	
1423	1423	ist	
1424	1424	immer	
1425	1425	Mangel	
1426	1426	an	
1427	1427	liebenswürdigen	
1428	1428	Kavalieren	(mention_id=167|references=(entity=(entity_id=generic_0008|fullname=Kavaliere|gender=u|specialcase_entity=generic)),(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1429	1429	in	
1430	1430	der	
1431	1431	kleinen	
1432	1432	Stadt	
1433	1433	.	
1434	1434	Die	
1435	1435	Herren	(mention_id=168|references=(entity=(entity_id=generic_0009|fullname=Kavaliere|gender=u|specialcase_entity=generic)))
1436	1436	von	(mention_id=168|references=(entity=(entity_id=generic_0009|fullname=Kavaliere|gender=u|specialcase_entity=generic)))
1437	1437	der	(mention_id=168|references=(entity=(entity_id=generic_0009|fullname=Kavaliere|gender=u|specialcase_entity=generic)))
1438	1438	Kavallerie	(mention_id=168|references=(entity=(entity_id=generic_0009|fullname=Kavaliere|gender=u|specialcase_entity=generic)))
1439	1439	–	
1440	1440	Sie	(mention_id=169|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1441	1441	wissen	
1442	1442	schon	
1443	1443	–	
1444	1444	ein	
1445	1445	wenig	
1446	1446	oben	
1447	1447	hinaus	
1448	1448	,	
1449	1449	wollen	
1450	1450	sich	(mention_id=170|references=(entity=(entity_id=generic_0010|fullname=Kavaliere|gender=u|specialcase_entity=generic)))
1451	1451	lediglich	
1452	1452	amüsieren	
1453	1453	;	
1454	1454	–	
1455	1455	–	
1456	1456	ich	(mention_id=171|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1457	1457	bin	
1458	1458	gern	
1459	1459	erbötig	
1460	1460	,	
1461	1461	falls	
1462	1462	Sie	(mention_id=172|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1463	1463	–	
1464	1464	–	
1465	1465	«	
1466	1466	Der	
1467	1467	Amtsrichter	(mention_id=173|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1468	1468	unterbrach	
1469	1469	ihn	(mention_id=174|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1470	1470	mit	
1471	1471	einem	
1472	1472	gewaltigen	
1473	1473	Räuspern	
1474	1474	.	
1475	1475	»	
1476	1476	Franz	(mention_id=175|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1477	1477	«	
1478	1478	,	
1479	1479	sagte	
1480	1480	er	(mention_id=176|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1481	1481	trocken	
1482	1482	,	
1483	1483	»	
1484	1484	was	
1485	1485	ist	
1486	1486	das	
1487	1487	für	
1488	1488	ein	
1489	1489	Turm	
1490	1490	dort	
1491	1491	drüben	
1492	1492	auf	
1493	1493	dem	
1494	1494	Berge	
1495	1495	?	
1496	1496	Du	(mention_id=177|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1497	1497	hast	
1498	1498	ja	
1499	1499	gestern	
1500	1500	die	
1501	1501	Generalstabskarte	
1502	1502	studiert	
1503	1503	.	
1504	1504	«	
1505	1505	»	
1506	1506	Die	
1507	1507	Hubertushöhe	
1508	1508	«	
1509	1509	,	
1510	1510	erwiderte	
1511	1511	der	
1512	1512	junge	
1513	1513	Mann	(mention_id=178|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1514	1514	,	
1515	1515	zu	
1516	1516	ihm	(mention_id=179|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1517	1517	tretend	
1518	1518	.	
1519	1519	»	
1520	1520	Gehört	
1521	1521	dem	
1522	1522	Freiherrn	(mention_id=180|references=(entity=(entity_id=figur_0008|fullname=Freiherr von Lobersberg|gender=m)))
1523	1523	von	(mention_id=180|references=(entity=(entity_id=figur_0008|fullname=Freiherr von Lobersberg|gender=m)))
1524	1524	Lobersberg	(mention_id=180|references=(entity=(entity_id=figur_0008|fullname=Freiherr von Lobersberg|gender=m)))
1525	1525	«	
1526	1526	,	
1527	1527	mischte	
1528	1528	sich	(mention_id=181|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1529	1529	Herr	(mention_id=182|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1530	1530	Wolff	(mention_id=182|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1531	1531	ein	
1532	1532	.	
1533	1533	»	
1534	1534	Interessiert	
1535	1535	mich	(mention_id=183|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1536	1536	gar	
1537	1537	nicht	
1538	1538	«	
1539	1539	,	
1540	1540	murmelte	
1541	1541	der	
1542	1542	Amtsrichter	(mention_id=184|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1543	1543	und	
1544	1544	fixierte	
1545	1545	,	
1546	1546	in	
1547	1547	Ermangelung	
1548	1548	eines	
1549	1549	Fernrohres	
1550	1550	,	
1551	1551	den	
1552	1552	Turm	
1553	1553	durch	
1554	1554	die	
1555	1555	hohle	
1556	1556	Hand	
1557	1557	.	
1558	1558	»	
1559	1559	Ich	(mention_id=185|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1560	1560	habe	
1561	1561	die	
1562	1562	Ehre	
1563	1563	,	
1564	1564	mich	(mention_id=186|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1565	1565	zu	
1566	1566	empfehlen	
1567	1567	«	
1568	1568	,	
1569	1569	schnarrte	
1570	1570	Wolff	(mention_id=187|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1571	1571	,	
1572	1572	»	
1573	1573	muß	
1574	1574	noch	
1575	1575	hinüber	
1576	1576	nach	
1577	1577	Lobersberg	
1578	1578	.	
1579	1579	«	
1580	1580	Der	
1581	1581	Amtsrichter	(mention_id=188|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1582	1582	nickte	
1583	1583	kurz	
1584	1584	;	
1585	1585	Linden	(mention_id=189|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1586	1586	begleitete	
1587	1587	den	
1588	1588	Agenten	(mention_id=190|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1589	1589	bis	
1590	1590	zur	
1591	1591	Tür	
1592	1592	und	
1593	1593	kam	
1594	1594	dann	
1595	1595	langsam	
1596	1596	zurück	
1597	1597	.	
1598	1598	»	
1599	1599	Nun	
1600	1600	erkläre	
1601	1601	mir	(mention_id=191|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1602	1602	,	
1603	1603	bitte	
1604	1604	«	
1605	1605	,	
1606	1606	fuhr	
1607	1607	der	
1608	1608	Freund	(mention_id=192|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1609	1609	auf	
1610	1610	ihn	(mention_id=193|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1611	1611	los	
1612	1612	,	
1613	1613	»	
1614	1614	wie	
1615	1615	kommst	
1616	1616	du	(mention_id=194|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1617	1617	zu	
1618	1618	diesem	
1619	1619	Menschen	(mention_id=195|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1620	1620	–	
1621	1621	was	
1622	1622	sage	
1623	1623	ich	(mention_id=196|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1624	1624	–	
1625	1625	zu	
1626	1626	dieser	
1627	1627	Ratte	(mention_id=197|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)),(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)|specialcase_reference=figurative))
1628	1628	,	
1629	1629	die	(mention_id=198|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1630	1630	sich	(mention_id=199|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1631	1631	so	
1632	1632	unaufgefordert	
1633	1633	in	
1634	1634	deine	(mention_id=200|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1635	1635	Angelegenheiten	
1636	1636	drängt	
1637	1637	?	
1638	1638	«	
1639	1639	Die	
1640	1640	dunklen	
1641	1641	Augen	
1642	1642	Franz	(mention_id=201|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1643	1643	Lindens	(mention_id=201|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1644	1644	sahen	
1645	1645	wie	
1646	1646	erstaunt	
1647	1647	in	
1648	1648	das	
1649	1649	ärgerliche	
1650	1650	Antlitz	
1651	1651	des	
1652	1652	Amtsrichters	(mention_id=202|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1653	1653	.	
1654	1654	»	
1655	1655	Je	
1656	1656	nun	
1657	1657	,	
1658	1658	Richard	(mention_id=203|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1659	1659	,	
1660	1660	er	(mention_id=204|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1661	1661	ist	
1662	1662	des	
1663	1663	verstorbenen	
1664	1664	Onkels	(mention_id=205|references=(entity=(entity_id=figur_0016|fullname=Onkel des Franz Linden|gender=m)))
1665	1665	rechte	
1666	1666	Hand	
1667	1667	gewesen	
1668	1668	,	
1669	1669	sozusagen	
1670	1670	sein	(mention_id=206|references=(entity=(entity_id=figur_0016|fullname=Onkel des Franz Linden|gender=m)))
1671	1671	Faktotum	
1672	1672	,	
1673	1673	und	
1674	1674	schließlich	
1675	1675	–	
1676	1676	er	(mention_id=207|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1677	1677	darf	
1678	1678	wohl	
1679	1679	ein	
1680	1680	Wörtchen	
1681	1681	mitreden	
1682	1682	,	
1683	1683	da	
1684	1684	er	(mention_id=208|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1685	1685	leider	
1686	1686	Gottes	(mention_id=209|references=(entity=(entity_id=figur_0010|fullname=Gott|gender=m|specialcase_entity=nonfact)))
1687	1687	eine	
1688	1688	große	
1689	1689	Hypothek	
1690	1690	auf	
1691	1691	Niendorf	
1692	1692	stehen	
1693	1693	hat	
1694	1694	.	
1695	1695	«	
1696	1696	»	
1697	1697	Das	
1698	1698	berechtigt	
1699	1699	ihn	(mention_id=210|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1700	1700	noch	
1701	1701	nicht	
1702	1702	zu	
1703	1703	dem	
1704	1704	aufdringlichen	
1705	1705	Gebaren	
1706	1706	,	
1707	1707	das	
1708	1708	der	
1709	1709	Mann	(mention_id=211|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1710	1710	dir	(mention_id=212|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1711	1711	gegenüber	
1712	1712	entfaltet	
1713	1713	«	
1714	1714	,	
1715	1715	sagte	
1716	1716	der	
1717	1717	Kleine	(mention_id=213|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1718	1718	.	
1719	1719	»	
1720	1720	I	
1721	1721	,	
1722	1722	Kreisrichterchen	(mention_id=214|references=(entity=(entity_id=figur_0001|fullname=Amtsrichter Weishaupt|gender=m)))
1723	1723	«	
1724	1724	,	
1725	1725	entschuldigte	
1726	1726	der	
1727	1727	junge	
1728	1728	Mann	(mention_id=215|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1729	1729	,	
1730	1730	»	
1731	1731	er	(mention_id=216|references=(entity=(entity_id=figur_0012|fullname=Herr Wolff|gender=m)))
1732	1732	hält	
1733	1733	mich	(mention_id=217|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1734	1734	für	
1735	1735	einen	
1736	1736	Neuling	(mention_id=218|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
1737	1737	,	
1738	1738	für	
1739	1739	einen	
1740	1740	Ignoranten	(mention_id=219|references=(entity=(entity_id=figur_0007|fullname=Franz Linden|gender=m)))
