i	token	mention	gold
11789	mich	1768	(mention_id=1742|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11790	noch		
11791	in		
11792	meiner	1769	(mention_id=1743|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11793	Vermutung		
11794	,		
11795	daß		
11796	sich	1770	(mention_id=1744|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11797	Franz	1771	(mention_id=1745|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11798	aus		
11799	der		
11800	Jakobine	1772	(mention_id=1746|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11801	nichts		
11802	macht		
11803	.		
11804	Sie	1773	(mention_id=1747|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11805	ist		
11806	ihm	1774	(mention_id=1748|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11807	vielleicht		
11808	nicht		
11809	ganz		
11810	zuwider		
11811	,		
11812	weil		
11813	sie	1775	(mention_id=1749|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11814	ein		
11815	hübsches		
11816	Mädel	1776	(mention_id=1750|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11817	ist		
11818	,		
11819	ihm	1777	(mention_id=1751|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11820	sehr		
11821	entgegenkommt		
11822	und		
11823	sich	1778	(mention_id=1752|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11824	gefällig		
11825	von		
11826	ihm	1779	(mention_id=1753|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11827	karessieren		
11828	und		
11829	sponseren		
11830	läßt		
11831	,		
11832	aber		
11833	daß		
11834	er	1780	(mention_id=1754|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11835	sie	1781	(mention_id=1755|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11836	wirklich		
11837	liebt		
11838	,		
11839	glaub		
11840	ich	1782	(mention_id=1756|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11841	nun		
11842	und		
11843	nimmermehr		
11844	.		
11845	Mir	1783	(mention_id=1757|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11846	scheint		
11847	es		
11848	zwischen		
11849	den		
11850	beiden		
11851	Alten	1784	(mention_id=1758|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)),(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
11852	,		
11853	dem		
11854	Gersbacher	1785	(mention_id=1759|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
11855	und		
11856	dem		
11857	Steinecker	1786	(mention_id=1760|references=(entity=(entity_id=entity_0023|fullname=Adam Steinecker|gender=m)))
11858	,		
11859	eine		
11860	abgekartete		
11861	Sache		
11862	zu		
11863	sein		
11864	,		
11865	daß		
11866	aus		
11867	Franz	1787	(mention_id=1761|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11868	und		
11869	Jakobine	1788	(mention_id=1762|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11870	ein		
11871	Paar	1789	(mention_id=1763|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11872	werden		
11873	soll		
11874	,		
11875	damit		
11876	zwei		
11877	große		
11878	Batzen		
11879	Geld		
11880	in		
11881	einen		
11882	Sack		
11883	kommen		
11884	.		
11885	Aber		
11886	von		
11887	Liebe		
11888	ist		
11889	,		
11890	wenigstens		
11891	auf		
11892	seiner	1790	(mention_id=1764|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11893	Seite		
11894	,		
11895	dabei		
11896	nicht		
11897	die		
11898	Rede		
11899	;		
11900	sie	1791	(mention_id=1765|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11901	sind		
11902	auch		
11903	nicht		
11904	miteinander		
11905	versprochen		
11906	,		
11907	und		
11908	das		
11909	müßten		
11910	sie	1792	(mention_id=1766|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)),(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11911	längst		
11912	sein		
11913	,		
11914	wenn		
11915	es		
11916	dem		
11917	Franz	1793	(mention_id=1767|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11918	ernstlich		
11919	um		
11920	eine		
11921	Heirat		
11922	mit		
11923	ihr	1794	(mention_id=1768|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11924	zu		
11925	tun		
11926	wäre		
11927	.		
11928	«		
11929	»		
11930	Dann		
11931	begeht		
11932	er	1795	(mention_id=1769|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11933	ein		
11934	Unrecht		
11935	an		
11936	ihr	1796	(mention_id=1770|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11937	,		
11938	wenn		
11939	er	1797	(mention_id=1771|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11940	sie	1798	(mention_id=1772|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11941	mit		
11942	Lauheit		
11943	und		
11944	Halbheit		
11945	hinhält		
11946	und		
11947	es		
11948	mit		
11949	ansieht		
11950	,		
11951	daß		
11952	sie	1799	(mention_id=1773|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11953	sich	1800	(mention_id=1774|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11954	in		
11955	Hoffnungen		
11956	wiegt		
11957	,		
11958	die		
11959	zu		
11960	erfüllen		
11961	er	1801	(mention_id=1775|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11962	nicht		
11963	gesonnen		
11964	ist		
11965	,		
11966	«		
11967	sprach		
11968	Trudi	1802	(mention_id=1776|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11969	mit		
11970	einem		
11971	Eifer		
11972	,		
11973	der		
11974	sie	1803	(mention_id=1777|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
11975	gut		
11976	kleidete		
11977	.		
11978	»		
11979	Die		
11980	Jakobine	1804	(mention_id=1778|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11981	ist		
11982	es		
11983	ja		
11984	,		
11985	die	1805	(mention_id=1779|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
11986	ihn	1806	(mention_id=1780|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11987	nicht		
11988	losläßt		
11989	und		
11990	ihm	1807	(mention_id=1781|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
11991	förmlich		
11992	nachstellt		
11993	,		
11994	«		
11995	rief		
11996	Ammerie	1808	(mention_id=1782|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
11997	heftig		
11998	.		
11999	»		
12000	Und		
12001	er	1809	(mention_id=1783|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12002	?		
12003	–		
12004	teils		
12005	ist		
12006	er	1810	(mention_id=1784|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12007	zu		
12008	gutmütig		
12009	,		
12010	um		
12011	sie	1811	(mention_id=1785|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
12012	durch		
12013	eine		
12014	schroffe		
12015	Abweisung		
12016	zu		
12017	kränken		
12018	,		
12019	teils		
12020	wagt		
12021	er	1812	(mention_id=1786|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12022	nicht		
12023	,		
12024	sich	1813	(mention_id=1787|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12025	dem		
12026	Willen		
12027	seines	1814	(mention_id=1788|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12028	Vaters	1815	(mention_id=1789|references=(entity=(entity_id=entity_0012|fullname=Florian Gersbacher|gender=m)))
12029	zu		
12030	widersetzen		
12031	.		
12032	Ich	1816	(mention_id=1790|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12033	tu		
12034	meinem	1817	(mention_id=1791|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12035	Vater	1818	(mention_id=1792|references=(entity=(entity_id=entity_0001|fullname=Christoph Armbruster|gender=m)))
12036	zu		
12037	Lieb		
12038	,		
12039	was		
12040	ich	1819	(mention_id=1793|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12041	nur		
12042	weiß		
12043	und		
12044	kann		
12045	,		
12046	aber		
12047	einen		
12048	Mann	1820	(mention_id=1794|references=(entity=(entity_id=generic_0136|fullname=Mann|gender=u|specialcase_entity=generic)))
12049	,		
12050	den	1821	(mention_id=1795|references=(entity=(entity_id=generic_0137|fullname=Mann|gender=u|specialcase_entity=generic)))
12051	ich	1822	(mention_id=1796|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12052	nicht		
12053	liebe		
12054	,		
12055	ließ'		
12056	ich	1823	(mention_id=1797|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12057	mir	1824	(mention_id=1798|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12058	mit		
12059	keiner		
12060	Gewalt		
12061	aufdrängen		
12062	.		
12063	«		
12064	»		
12065	Ammerie	1825	(mention_id=1799|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12066	,		
12067	–		
12068	sieh		
12069	mir	1826	(mention_id=1800|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12070	mal		
12071	grad		
12072	ins		
12073	Gesicht		
12074	!		
12075	«		
12076	sagte		
12077	Trudi	1827	(mention_id=1801|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12078	.		
12079	»		
12080	Möchtest		
12081	du	1828	(mention_id=1802|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12082	den		
12083	Franz	1829	(mention_id=1803|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12084	vielleicht		
12085	selber		
12086	gern		
12087	haben		
12088	?		
12089	«		
12090	»		
12091	Ich	1830	(mention_id=1804|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12092	?		
12093	«		
12094	Ammerie	1831	(mention_id=1805|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12095	lachte		
12096	hell		
12097	auf		
12098	.		
12099	»		
12100	Nein		
12101	,		
12102	Trudi	1832	(mention_id=1806|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12103	,		
12104	da		
12105	bist		
12106	du	1833	(mention_id=1807|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12107	auf		
12108	dem		
12109	Holzwege		
12110	.		
12111	Meinetwegen	1834	(mention_id=1808|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12112	mag		
12113	er	1835	(mention_id=1809|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12114	nehmen		
12115	,		
12116	wen		
12117	er	1836	(mention_id=1810|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12118	Lust		
12119	hat		
12120	;		
12121	ich	1837	(mention_id=1811|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12122	will		
12123	ihn	1838	(mention_id=1812|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12124	nicht		
12125	und		
12126	er	1839	(mention_id=1813|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12127	mich	1840	(mention_id=1814|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12128	nicht		
12129	.		
12130	Aber		
12131	ein		
12132	braver		
12133	Bursch	1841	(mention_id=1815|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12134	ist's		
12135	,		
12136	der	1842	(mention_id=1816|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12137	das		
12138	Herz		
12139	auf		
12140	dem		
12141	rechten		
12142	Fleck		
12143	hat		
12144	,		
12145	und		
12146	beileibe		
12147	nicht		
12148	so		
12149	einfältig		
12150	,		
12151	wie		
12152	er	1843	(mention_id=1817|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12153	sich	1844	(mention_id=1818|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12154	heute		
12155	hier		
12156	gestellt		
12157	hat		
12158	,		
12159	nur		
12160	gestellt		
12161	hat		
12162	,		
12163	um		
12164	unter		
12165	diesem		
12166	Deckmantel		
12167	der		
12168	Unschuld		
12169	zu		
12170	seinem	1845	(mention_id=1819|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12171	Ziele		
12172	zu		
12173	kommen		
12174	,		
12175	das		
12176	heißt		
12177	,		
12178	dich	1846	(mention_id=1820|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12179	wiederzusehen		
12180	.		
12181	«		
12182	»		
12183	Ich	1847	(mention_id=1821|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12184	bezweifle		
12185	seine	1848	(mention_id=1822|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12186	guten		
12187	Eigenschaften		
12188	durchaus		
12189	nicht		
12190	,		
12191	«		
12192	erwiderte		
12193	Trudi	1849	(mention_id=1823|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12194	ruhig		
12195	,		
12196	»		
12197	bin		
12198	aber		
12199	nicht		
12200	so		
12201	eitel		
12202	,		
12203	mir	1850	(mention_id=1824|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12204	einzubilden		
12205	,		
12206	daß		
12207	er	1851	(mention_id=1825|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12208	um		
12209	meinetwillen	1852	
12210	hierher		
12211	gekommen		
12212	wäre		
12213	,		
12214	und		
12215	lasse		
12216	mir	1853	(mention_id=1826|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12217	das		
12218	auch		
12219	nicht		
12220	einreden		
12221	.		
12222	«		
12223	»		
12224	Und		
12225	ich	1854	(mention_id=1827|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12226	bleibe		
12227	dabei		
12228	,		
12229	«		
12230	entgegnete		
12231	Ammerie	1855	(mention_id=1828|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12232	,		
12233	mußte		
12234	aber		
12235	abbrechen		
12236	,		
12237	weil		
12238	Madlen	1856	(mention_id=1829|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
12239	ins		
12240	Zimmer		
12241	trat		
12242	,		
12243	die	1857	(mention_id=1830|references=(entity=(entity_id=entity_0003|fullname=Magdalene Armbruster|gender=f)))
12244	von		
12245	diesem		
12246	Zwiegespräch		
12247	nichts		
12248	zu		
12249	wissen		
12250	brauchte		
12251	.		
12252	–		
12253	Franz	1858	(mention_id=1831|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12254	ging		
12255	vom		
12256	Abtshofe		
12257	nicht		
12258	gleich		
12259	nach		
12260	Hause		
12261	,		
12262	sondern		
12263	schritt		
12264	zum		
12265	Tore		
12266	hinaus		
12267	und		
12268	zwischen		
12269	den		
12270	Weinfeldern		
12271	den		
12272	Weg		
12273	nach		
12274	Forst		
12275	zu		
12276	.		
12277	Es		
12278	war		
12279	ein		
12280	feuchtkaltes		
12281	Wetter		
12282	,		
12283	die		
12284	dichten		
12285	,		
12286	herbstlichen		
12287	Rheinnebel		
12288	kamen		
12289	vom		
12290	Strome		
12291	gegen		
12292	die		
12293	Haardt		
12294	heraufgezogen		
12295	,		
12296	verdüsterten		
12297	den		
12298	Himmel		
12299	und		
12300	verschlossen		
12301	jegliche		
12302	Aussicht		
12303	in		
12304	die		
12305	Ebene		
12306	,		
12307	auf		
12308	der		
12309	sie		
12310	wie		
12311	ein		
12312	überschwemmendes		
12313	Meer		
12314	ausgegossen		
12315	lagen		
12316	.		
12317	Er	1859	(mention_id=1832|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12318	achtete		
12319	dessen		
12320	nicht		
12321	,		
12322	denn		
12323	er	1860	(mention_id=1833|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12324	grübelte		
12325	Trudis	1861	(mention_id=1834|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12326	Worten		
12327	nach		
12328	,		
12329	daß		
12330	die		
12331	Würzburger	1862	(mention_id=1835|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0104|fullname=Würzburger|gender=u|members=entity_0105|all_members_given=False|specialcase_entity=group)))
12332	nicht		
12333	fürwitzig		
12334	vorwegnähmen		
12335	,		
12336	was		
12337	zu		
12338	genießen		
12339	noch		
12340	nicht		
12341	bereit		
12342	für		
12343	sie	1863	(mention_id=1836|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0104|fullname=Würzburger|gender=u|members=entity_0105|all_members_given=False|specialcase_entity=group)))
12344	wäre		
12345	.		
12346	Das		
12347	hatte		
12348	er	1864	(mention_id=1837|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12349	verstanden		
12350	als		
12351	eine		
12352	Ablehnung		
12353	gegen		
12354	ihn	1865	(mention_id=1838|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12355	,		
12356	der	1866	(mention_id=1839|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12357	ja		
12358	auch		
12359	von		
12360	ihr	1867	(mention_id=1840|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12361	etwas		
12362	hatte		
12363	vorwegnehmen		
12364	wollen		
12365	,		
12366	was		
12367	ihm	1868	(mention_id=1841|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12368	nicht		
12369	gebührte		
12370	,		
12371	den		
12372	Kuß		
12373	zur		
12374	Schätzung		
12375	des		
12376	künftigen		
12377	Weines		
12378	.		
12379	Aber		
12380	das		
12381	war		
12382	doch		
12383	nur		
12384	ein		
12385	Scherz		
12386	von		
12387	ihm	1869	(mention_id=1842|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12388	gewesen		
12389	,		
12390	den		
12391	er	1870	(mention_id=1843|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12392	nicht		
12393	einmal		
12394	selber		
12395	erfunden		
12396	hatte		
12397	und		
12398	dem		
12399	die		
12400	Tat		
12401	auf		
12402	dem		
12403	Fuße		
12404	folgen		
12405	zu		
12406	lassen		
12407	,		
12408	–		
12409	–		
12410	na		
12411	,		
12412	wer		
12413	weiß		
12414	,		
12415	was		
12416	geschehen		
12417	wäre		
12418	,		
12419	wenn		
12420	Ammerie	1871	(mention_id=1844|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12421	nicht		
12422	mit		
12423	ihrer	1872	(mention_id=1845|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12424	dummen		
12425	Stichelei		
12426	auf		
12427	Jakobine	1873	(mention_id=1846|references=(entity=(entity_id=entity_0022|fullname=Jakobine Steinecker|gender=f)))
12428	dazwischen		
12429	gefahren		
12430	wäre		
12431	!		
12432	Trudi	1874	(mention_id=1847|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12433	hatte		
12434	so		
12435	rote		
12436	,		
12437	schwellende		
12438	Lippen		
12439	!		
12440	Dann		
12441	hatte		
12442	sie	1875	(mention_id=1848|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12443	aber		
12444	hinzugefügt		
12445	:		
12446	wir	1876	(mention_id=1849|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)),(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12447	warten		
12448	ruhig		
12449	ab		
12450	,		
12451	was		
12452	draus		
12453	werden		
12454	will		
12455	.		
12456	Was		
12457	hatte		
12458	sie	1877	(mention_id=1850|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12459	damit		
12460	sagen		
12461	wollen		
12462	?		
12463	war		
12464	das		
12465	auch		
12466	ein		
12467	Wink		
12468	für		
12469	ihn	1878	(mention_id=1851|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12470	gewesen		
12471	,		
12472	Geduld		
12473	mit		
12474	ihr	1879	(mention_id=1852|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12475	zu		
12476	haben		
12477	und		
12478	zu		
12479	warten		
12480	–		
12481	ja		
12482	,		
12483	auf		
12484	was		
12485	denn		
12486	?		
12487	Sollte		
12488	denn		
12489	,		
12490	konnte		
12491	denn		
12492	überhaupt		
12493	jemals		
12494	etwas		
12495	zwischen		
12496	ihm	1880	(mention_id=1853|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12497	und		
12498	ihr	1881	(mention_id=1854|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12499	werden		
12500	?		
12501	Dergleichen		
12502	hatte		
12503	er	1882	(mention_id=1855|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12504	noch		
12505	nicht		
12506	im		
12507	entferntesten		
12508	in		
12509	Erwägung		
12510	gezogen		
12511	und		
12512	tat		
12513	es		
12514	auch		
12515	jetzt		
12516	nicht		
12517	,		
12518	weil		
12519	Trudis	1883	(mention_id=1856|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12520	Äußerung		
12521	doch		
12522	wohl		
12523	nur		
12524	auf		
12525	den		
12526	Wein		
12527	und		
12528	keineswegs		
12529	auf		
12530	ihn		(mention_id=1857|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12531	gemünzt		
12532	war		
12533	.		
12534	Er	1884	(mention_id=1858|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12535	kannte		
12536	ja		
12537	das		
12538	Mädchen	1885	(mention_id=1859|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12539	eigentlich		
12540	noch		
12541	gar		
12542	nicht		
12543	und		
12544	hatte		
12545	auch		
12546	noch		
12547	nicht		
12548	versucht		
12549	,		
12550	sie	1886	(mention_id=1860|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12551	genauer		
12552	kennen		
12553	zu		
12554	lernen		
12555	und		
12556	etwas		
12557	über		
12558	ihr	1887	(mention_id=1861|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12559	Leben		
12560	und		
12561	ihre	1888	(mention_id=1862|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12562	Verhältnisse		
12563	zu		
12564	erfahren		
12565	.		
12566	Allein		
12567	wie		
12568	kam		
12569	er	1889	(mention_id=1863|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12570	denn		
12571	darauf		
12572	,		
12573	sie	1890	(mention_id=1864|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12574	wiedersehen		
12575	zu		
12576	wollen		
12577	?		
12578	Sein	1891	(mention_id=1865|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12579	Herz		
12580	klopfte		
12581	nicht		
12582	stärker		
12583	als		
12584	gewöhnlich		
12585	,		
12586	wenn		
12587	er	1892	(mention_id=1866|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12588	an		
12589	sie	1893	(mention_id=1867|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12590	dachte		
12591	;		
12592	aber		
12593	er	1894	(mention_id=1868|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12594	dachte		
12595	doch		
12596	an		
12597	sie	1895	(mention_id=1869|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12598	.		
12599	Ob		
12600	sie	1896	(mention_id=1870|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12601	auch		
12602	wohl		
12603	manchmal		
12604	an		
12605	ihn	1897	(mention_id=1871|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12606	dachte		
12607	?		
12608	und		
12609	ob		
12610	sie	1898	(mention_id=1872|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12611	wohl		
12612	mit		
12613	Ammerie		(mention_id=1873|references=(entity=(entity_id=entity_0004|fullname=Ammerie Armbruster|gender=f)))
12614	zu		
12615	den		
12616	Spinnstuben		
12617	kommen		
12618	würde		
12619	?		
12620	Das		
12621	wäre		
12622	die		
12623	beste		
12624	Gelegenheit		
12625	,		
12626	sie	1899	(mention_id=1874|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12627	öfter		
12628	zu		
12629	sehen		
12630	,		
12631	wenn		
12632	es		
12633	denn		
12634	nun		
12635	einmal		
12636	sein		
12637	sollte		
12638	,		
12639	wenn		
12640	es		
12641	sich		
12642	nicht		
12643	vermeiden		
12644	ließ		
12645	oder		
12646	–		
12647	oder		
12648	wenn		
12649	er	1900	(mention_id=1875|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12650	das		
12651	Verlangen		
12652	danach		
12653	noch		
12654	weiter		
12655	in		
12656	sich	1901	(mention_id=1876|references=(entity=(entity_id=entity_0009|fullname=Franz Gersbacher|gender=m)))
12657	verspüren		
12658	sollte		
12659	.		
12660	Sie	1902	(mention_id=1877|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12661	war		
12662	doch		
12663	ein		
12664	sehr		
12665	hübsches		
12666	Mädchen	1903	(mention_id=1878|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12667	mit		
12668	ihren	1904	(mention_id=1879|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
12669	dunkelblauen		
12670	,		
12671	herzigen		
12672	Augen		
12673	und		
12674	dem		
12675	üppigen		
12676	Blondhaar		
12677	,		
12678	und		
12679	wie		
12680	schön		
12681	war		
12682	sie	1905	(mention_id=1880|references=(entity=(entity_id=entity_0002|fullname=Gontrud Hegewald|gender=f)))
