i	token	mention	gold
119925	,		
119926	sein	13899	(mention_id=14093|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119927	Inneres		
119928	machte		
119929	noch		
119930	eine		
119931	Art		
119932	von		
119933	Figur		
119934	.		
119935	Er	13900	(mention_id=14094|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119936	contrastirte		
119937	eben		
119938	so		
119939	fremdartig		
119940	als		
119941	vortheilhaft		
119942	zu		
119943	den		
119944	Physiognomien		
119945	um		
119946	ihn	13901	(mention_id=14095|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119947	her		
119948	,		
119949	denen	13902	
119950	die		
119951	Wolfs-		
119952	und		
119953	Luchsnatur		
119954	eines		
119955	schlauen		
119956	und		
119957	raubgierigen		
119958	Materialismus		
119959	grell		
119960	aufgeprägt		
119961	war		
119962	.		
119963	Er	13903	(mention_id=14096|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119964	machte		
119965	neben		
119966	ihnen	13904	(mention_id=14097|references=(entity=(entity_id=entity_0784|fullname=Industrieritter|gender=m|members=entity_0783,entity_0785,entity_0786,entity_0787,entity_0789|all_members_given=False|specialcase_entity=group)))
119967	mehr		
119968	den		
119969	Eindruck		
119970	eines		
119971	ausgedienten		
119972	braven		
119973	Soldaten	13905	(mention_id=14098|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119974	,		
119975	der	13906	(mention_id=14099|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119976	den		
119977	Pflug		
119978	ergriffen		
119979	,		
119980	oder		
119981	eines		
119982	kleinen		
119983	Landedelmanns	13907	(mention_id=14100|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119984	,		
119985	der	13908	(mention_id=14101|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119986	sein	13909	(mention_id=14102|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119987	Feld		
119988	bestellt		
119989	,		
119990	als		
119991	eines		
119992	Landproletariers	13910	(mention_id=14103|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119993	,		
119994	der	13911	(mention_id=14104|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
119995	es		
119996	ist		
119997	mit		
119998	der		
119999	ganzen		
120000	Verkommenheit		
120001	seines	13912	(mention_id=14105|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120002	sittlichen		
120003	und		
120004	geistigen		
120005	Zustandes		
120006	.		
120007	—		
120008	Sein	13913	(mention_id=14106|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120009	momentaner		
120010	Zustand		
120011	erweckte		
120012	im		
120013	steigenden		
120014	Grade		
120015	Sympathie		
120016	.		
120017	Er	13914	(mention_id=14107|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120018	befand		
120019	sich	13915	(mention_id=14108|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120020	jenen		
120021	Industrierittern	13916	(mention_id=14109|references=(entity=(entity_id=entity_0784|fullname=Industrieritter|gender=m|members=entity_0783,entity_0785,entity_0786,entity_0787,entity_0789|all_members_given=False|specialcase_entity=group)))
120022	gegenüber		
120023	offenbar		
120024	in		
120025	einer		
120026	schwierigen		
120027	,		
120028	vielleicht		
120029	selbst		
120030	verzweifelten		
120031	Lage		
120032	.		
120033	Moorfeld	13917	(mention_id=14110|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
120034	vergaß		
120035	alles		
120036	Uebrige		
120037	um		
120038	sich	13918	(mention_id=14111|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
120039	,		
120040	indem		
120041	er	13919	(mention_id=14112|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
120042	den		
120043	Fortgang		
120044	dieser		
120045	Scene		
120046	verfolgte		
120047	.		
120048	Sie		
120049	hatte		
120050	ihren		
120051	Anfang		
120052	genommen		
120053	damit		
120054	,		
120055	daß		
120056	einer	13920	(mention_id=14113|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120057	der		
120058	Industrieritter	13921	(mention_id=14114|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120059	gesprächweise		
120060	zu		
120061	dem		
120062	Manne	13922	(mention_id=14115|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120063	trat		
120064	,		
120065	und		
120066	ihm	13923	(mention_id=14116|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120067	,		
120068	wie		
120069	es		
120070	schien		
120071	,		
120072	im		
120073	Vorbeigehen		
120074	ein		
120075	Offert		
120076	machte		
120077	,		
120078	das		
120079	er	13924	(mention_id=14117|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120080	mit		
120081	der		
120082	Miene		
120083	eines		
120084	Gönners	13925	(mention_id=14118|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120085	,		
120086	sonst		
120087	aber		
120088	mit		
120089	großer		
120090	Gleichgiltigkeit		
120091	behandelte		
120092	,		
120093	gleichsam		
120094	als		
120095	wäre		
120096	hier		
120097	von		
120098	einem		
120099	Vortheile		
120100	die		
120101	Rede		
120102	,		
120103	den		
120104	nur		
120105	der		
120106	Andere	13926	(mention_id=14119|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120107	allein		
120108	genösse		
120109	,		
120110	während		
120111	er	13927	(mention_id=14120|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120112	selbst		
120113	kein		
120114	Interesse		
120115	dabei		
120116	habe		
120117	.		
120118	Der		
120119	Deutsche	13928	(mention_id=14121|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120120	hatte		
120121	ihn	13929	(mention_id=14122|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120122	angehört		
120123	,		
120124	einige		
120125	Gegenfragen		
120126	gemacht		
120127	und		
120128	dann		
120129	,		
120130	wie		
120131	von		
120132	einer		
120133	Nothwendigkeit		
120134	überzeugt		
120135	,		
120136	die		
120137	sich		
120138	nicht		
120139	ändern		
120140	läßt		
120141	,		
120142	seine	13930	(mention_id=14123|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120143	Brieftasche		
120144	gezogen		
120145	,		
120146	aus		
120147	der		
120148	er	13931	(mention_id=14124|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120149	langsam		
120150	und		
120151	bedächtig		
120152	eine		
120153	Banknote		
120154	hervorholte		
120155	,		
120156	die		
120157	der		
120158	Andere	13932	(mention_id=14125|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120159	leicht		
120160	und		
120161	ungedankt		
120162	in		
120163	seine	13933	(mention_id=14126|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120164	Westentasche		
120165	schob		
120166	.		
120167	Hierauf		
120168	trat		
120169	ein		
120170	zweiter	13934	(mention_id=14127|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120171	der		
120172	Uhrketten-behängten		
120173	Gentlemens	13935	(mention_id=14128|references=(entity=(entity_id=entity_0784|fullname=Industrieritter|gender=m|members=entity_0783,entity_0785,entity_0786,entity_0787,entity_0789|all_members_given=False|specialcase_entity=group)))
120174	zu		
120175	dem		
120176	Manne	13936	(mention_id=14129|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120177	.		
120178	Es		
120179	wiederholte		
120180	sich		
120181	von		
120182	ersterer		
120183	Seite		
120184	mit		
120185	geringen		
120186	,		
120187	von		
120188	letzterer	13937	
120189	aber		
120190	mit		
120191	bedeutsameren		
120192	Variationen		
120193	dasselbe		
120194	Spiel		
120195	.		
120196	Es		
120197	war		
120198	dem		
120199	Deutschen	13938	(mention_id=14130|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120200	,		
120201	wie		
120202	man		
120203	sehen		
120204	konnte		
120205	,		
120206	eine		
120207	sehr		
120208	ernsthafte		
120209	Sache		
120210	,		
120211	auch		
120212	von		
120213	dieser		
120214	Person	13939	(mention_id=14131|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120215	in		
120216	Anspruch		
120217	genommen		
120218	zu		
120219	sein		
120220	.		
120221	Seine	13940	(mention_id=14132|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120222	Miene		
120223	verdunkelte		
120224	sich		
120225	,		
120226	seine	13941	(mention_id=14133|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120227	Stirnfalten		
120228	wurden		
120229	tiefer		
120230	,		
120231	seine	13942	(mention_id=14134|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120232	Augenbrauen		
120233	zogen		
120234	sich		
120235	in		
120236	die		
120237	Höhe		
120238	,		
120239	einer		
120240	seiner	13943	(mention_id=14135|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120241	Füße		
120242	trat		
120243	unwillkürlich		
120244	zurück		
120245	,		
120246	die		
120247	ganze		
120248	Stellung		
120249	drückte		
120250	das		
120251	Schrecken		
120252	aus		
120253	,		
120254	womit		
120255	man		
120256	sich		
120257	gegen		
120258	ein		
120259	unvorhergesehenes		
120260	Phänomen		
120261	in		
120262	Positur		
120263	setzt		
120264	und		
120265	einen		
120266	Augenblick		
120267	stutzt		
120268	,		
120269	ob		
120270	man		
120271	sich	13944	
120272	ihr		
120273	unterwerfen		
120274	muß		
120275	,		
120276	oder		
120277	entziehen		
120278	kann		
120279	.		
120280	Der		
120281	Deutsche	13945	(mention_id=14136|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120282	machte		
120283	eine		
120284	Geberde		
120285	,		
120286	mit		
120287	der		
120288	er	13946	(mention_id=14137|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120289	offenbar		
120290	auf		
120291	den		
120292	Mann	13947	(mention_id=14138|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120293	wies		
120294	,		
120295	welcher	13948	(mention_id=14139|references=(entity=(entity_id=entity_0789|fullname=ein Industrieritter|gender=m)))
120296	so		
120297	eben		
120298	von		
120299	ihm	13949	(mention_id=14140|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120300	gegangen		
120301	:		
120302	der		
120303	Industrieritter	13950	(mention_id=14141|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120304	dagegen		
120305	wendete		
120306	kaum		
120307	den		
120308	Kopf		
120309	,		
120310	zuckte		
120311	die		
120312	Achseln		
120313	und		
120314	sagte		
120315	mit		
120316	einer		
120317	wegwerfenden		
120318	Handbewegung		
120319	:		
120320	pah		
120321	!		
120322	Der		
120323	Deutsche	13951	(mention_id=14142|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120324	war		
120325	unentschlossen		
120326	,		
120327	rathlos		
120328	.		
120329	Er	13952	(mention_id=14143|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120330	warf		
120331	einen		
120332	verstörten		
120333	Blick		
120334	auf		
120335	seinen	13953	(mention_id=14144|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120336	Gegner	13954	(mention_id=14145|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120337	,		
120338	maß		
120339	ihn	13955	(mention_id=14146|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120340	von		
120341	oben		
120342	bis		
120343	unten		
120344	und		
120345	schien		
120346	die		
120347	ganze		
120348	Kraft		
120349	seiner	13956	(mention_id=14147|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120350	Menschenkenntniß		
120351	zusammenzuraffen		
120352	,		
120353	um		
120354	denselben	13957	(mention_id=14148|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120355	zu		
120356	durchschauen		
120357	.		
120358	Dieser	13958	(mention_id=14149|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120359	wandte		
120360	sich	13959	(mention_id=14150|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120361	stolz		
120362	zum		
120363	Gehen		
120364	.		
120365	Der		
120366	Deutsche	13960	(mention_id=14151|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120367	schüttelte		
120368	den		
120369	Kopf		
120370	,		
120371	seufzte		
120372	und		
120373	folgte		
120374	Jenem	13961	(mention_id=14152|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120375	,		
120376	indem		
120377	ihm	13962	(mention_id=14153|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120378	zu		
120379	bangen		
120380	schien		
120381	,		
120382	die		
120383	Verhandlung		
120384	abzubrechen		
120385	.		
120386	So		
120387	wandelten		
120388	die		
120389	Beiden	13963	(mention_id=14154|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120390	in		
120391	kurzen		
120392	Schritten		
120393	auf		
120394	einem		
120395	schmalen		
120396	Bodenstreifen		
120397	eine		
120398	Zeitlang		
120399	auf		
120400	und		
120401	ab		
120402	und		
120403	setzten		
120404	sich	13964	(mention_id=14155|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120405	ernstlich		
120406	auseinander		
120407	.		
120408	Das		
120409	Ende		
120410	war		
120411	,		
120412	daß		
120413	der		
120414	Eine	13965	(mention_id=14156|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120415	wieder		
120416	seine	13966	(mention_id=14157|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120417	Brieftasche		
120418	zog		
120419	und		
120420	dem		
120421	Andern	13967	(mention_id=14158|references=(entity=(entity_id=entity_0787|fullname=zweiter Industrieritter|gender=m)))
120422	eine		
120423	Banknote		
120424	daraus		
120425	reichte		
120426	,		
120427	von		
120428	der		
120429	er	13968	(mention_id=14159|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120430	sich	13969	(mention_id=14160|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120431	mit		
120432	sichtlicher		
120433	Aufopferung		
120434	trennte		
120435	.		
120436	Hierauf		
120437	trat		
120438	er	13970	(mention_id=14161|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120439	an		
120440	ein		
120441	Fenster		
120442	oder		
120443	vielmehr		
120444	in		
120445	eine		
120446	der		
120447	leeren		
120448	Fensterhöhlen		
120449	und		
120450	erholte		
120451	sich	13971	(mention_id=14162|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120452	mit		
120453	ein		
120454	paar		
120455	Athemzügen		
120456	frischer		
120457	Luft		
120458	von		
120459	seinem	13972	(mention_id=14163|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120460	Kummer		
120461	.		
120462	Aber		
120463	er	13973	(mention_id=14164|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120464	stand		
120465	nicht		
120466	lange		
120467	so		
120468	.		
120469	Zwei		
120470	Schächer	13974	(mention_id=14165|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120471	nahmen		
120472	ihn	13975	(mention_id=14166|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120473	in		
120474	die		
120475	Mitte		
120476	,		
120477	indem		
120478	sie	13976	(mention_id=14167|references=(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)),(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)))
120479	links		
120480	und		
120481	rechts		
120482	an		
120483	seine	13977	(mention_id=14168|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120484	Seite		
120485	traten		
120486	.		
120487	Dritte		
120488	und		
120489	vierte		
120490	Wiederholung		
120491	der		
120492	nämlichen		
120493	Pantomime		
120494	.		
120495	Nur		
120496	schienen		
120497	sich		
120498	die		
120499	Rollen		
120500	diesmal		
120501	umzukehren		
120502	.		
120503	Der		
120504	Deutsche	13978	(mention_id=14169|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120505	stellte		
120506	sich	13979	(mention_id=14170|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120507	kalt		
120508	,		
120509	gelassen		
120510	,		
120511	gleichgiltig		
120512	und		
120513	versuchte		
120514	es		
120515	,		
120516	die		
120517	zwei		
120518	neuen		
120519	Quälgeister	13980	(mention_id=14171|references=(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)),(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)))
120520	über		
120521	seinen	13981	(mention_id=14172|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120522	eigentlichen		
120523	Zustand		
120524	,		
120525	auf		
120526	den		
120527	sie	13982	(mention_id=14173|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120528	speculiren		
120529	mochten		
120530	,		
120531	irre		
120532	zu		
120533	führen		
120534	.		
120535	Der		
120536	Versuch		
120537	blieb		
120538	aber		
120539	vergebens		
120540	.		
120541	Sei		
120542	es		
120543	,		
120544	daß		
120545	sie	13983	(mention_id=14174|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120546	sein	13984	(mention_id=14175|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120547	Benehmen		
120548	in		
120549	den		
120550	beiden		
120551	vorigen		
120552	Fällen		
120553	allzu		
120554	genau		
120555	beobachtet		
120556	,		
120557	oder		
120558	überhaupt		
120559	untrüglich		
120560	gut		
120561	orientirt		
120562	waren		
120563	:		
120564	genug		
120565	sie	13985	(mention_id=14176|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120566	hatten		
120567	sich	13986	(mention_id=14177|references=(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)),(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)))
120568	bald		
120569	fest		
120570	in		
120571	den		
120572	Mann	13987	(mention_id=14178|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120573	gehackt		
120574	,		
120575	der	13988	(mention_id=14179|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120576	zwischen		
120577	ihnen	13989	(mention_id=14180|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120578	jetzt		
120579	ein		
120580	so		
120581	tragisches		
120582	Bild		
120583	bot		
120584	,		
120585	wie		
120586	Laokoon	13990	(mention_id=14181|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120587	zwischen		
120588	den		
120589	Schlangen		
120590	.		
120591	Er	13991	(mention_id=14182|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120592	litt		
120593	,		
120594	er	13992	(mention_id=14183|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120595	duldete		
120596	.		
120597	Seine	13993	(mention_id=14184|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120598	Mimik		
120599	war		
120600	ganz		
120601	Schmerz		
120602	,		
120603	aber		
120604	düstrer		
120605	,		
120606	hoffnungsloser		
120607	Schmerz		
120608	,		
120609	der		
120610	nur		
120611	ein		
120612	Unterliegen		
120613	vor		
120614	Augen		
120615	hat		
120616	,		
120617	kein		
120618	Ueberwinden		
120619	.		
120620	Er	13994	(mention_id=14185|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120621	kämpft		
120622	,		
120623	weil		
120624	er	13995	(mention_id=14186|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120625	noch		
120626	die		
120627	Kraft		
120628	dazu		
120629	fühlt		
120630	,		
120631	—		
120632	Schritt		
120633	für		
120634	Schritt		
120635	diese		
120636	Kraft		
120637	aufzubrauchen		
120638	,		
120639	kann		
120640	der		
120641	einzige		
120642	Preis		
120643	des		
120644	Kampfes		
120645	sein		
120646	.		
120647	So		
120648	sah		
120649	man		
120650	ihn	13996	(mention_id=14187|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120651	mit		
120652	seinen	13997	(mention_id=14188|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120653	beiden		
120654	Tyrannen	13998	(mention_id=14189|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120655	handeln		
120656	und		
120657	unterhandeln		
120658	,		
120659	Vorstellungen		
120660	machen		
120661	,		
120662	schroff		
120663	und		
120664	entgegenkommend		
120665	,		
120666	nachdrücklich		
120667	und		
120668	gelinde		
120669	sein		
120670	,		
120671	man		
120672	sah		
120673	die		
120674	ganze		
120675	Arbeit		
120676	eines		
120677	Menschen	13999	(mention_id=14190|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=generic_4837|fullname=generic_1182|gender=u|specialcase_entity=generic)))
120678	,		
120679	der	14000	(mention_id=14191|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=generic_4838|fullname=generic_1183|gender=u|specialcase_entity=generic)))
120680	Alles		
120681	versucht		
120682	,		
120683	einen		
120684	billigen		
120685	Frieden		
120686	zu		
120687	erlangen		
120688	,		
120689	und		
120690	weiß		
120691	,		
120692	daß		
120693	Alles		
120694	umsonst		
120695	sein		
120696	wird		
120697	.		
120698	Seine	14001	(mention_id=14192|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120699	Partner	14002	(mention_id=14193|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120700	standen		
120701	und		
120702	ließen		
120703	ihn	14003	(mention_id=14194|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120704	gewähren		
120705	,		
120706	wie		
120707	man		
120708	einen		
120709	Menschen	14004	(mention_id=14195|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)),(entity=(entity_id=generic_4839|fullname=generic_1184|gender=u|specialcase_entity=generic)))
120710	etwa		
120711	Höflichkeitshalber		
120712	anhört		
120713	.		
120714	Wie		
120715	dringend		
120716	er	14005	(mention_id=14196|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120717	die		
120718	Action		
120719	belebte		
120720	,		
120721	sie	14006	(mention_id=14197|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120722	waren		
120723	todt		
120724	und		
120725	ließen		
120726	ihn	14007	(mention_id=14198|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120727	Schläge		
120728	ins		
120729	Wasser		
120730	thun		
120731	.		
120732	Ein		
120733	kaltes		
120734	Achselzucken		
120735	,		
120736	ein		
120737	Schnippchen		
120738	mit		
120739	dem		
120740	Finger		
120741	,		
120742	ein		
120743	Ruck		
120744	auf		
120745	dem		
120746	Absatz		
120747	,		
120748	ein		
120749	stummes		
120750	Getändel		
120751	mit		
120752	der		
120753	Uhrkette		
120754	,		
120755	mitunter		
120756	ein		
120757	spitzer		
120758	Mund		
120759	,		
120760	als		
120761	pfiffen		
120762	sie	14008	(mention_id=14199|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120763	geistesabwesend		
120764	ein		
120765	Liedchen		
120766	—		
120767	das		
120768	war		
120769	ihre	14009	(mention_id=14200|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120770	ganze		
120771	Antwort		
120772	.		
120773	Es		
120774	war		
120775	die		
120776	Rhetorik		
120777	von		
120778	Granitherzen		
120779	.		
120780	Endlich		
120781	ergab		
120782	sich	14010	(mention_id=14201|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120783	der		
120784	Andere	14011	(mention_id=14202|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120785	in		
120786	sein	14012	(mention_id=14203|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120787	Schicksal		
120788	.		
120789	Er	14013	(mention_id=14204|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120790	zog		
120791	seine	14014	(mention_id=14205|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120792	Brieftasche		
120793	und		
120794	händigte		
120795	ihnen	14015	(mention_id=14206|references=(entity=(entity_id=entity_0786|fullname=dritter Industrieritter|gender=m)),(entity=(entity_id=entity_0785|fullname=vierter Industrieritter|gender=m)))
120796	zwei		
120797	Banknoten		
120798	aus		
120799	.		
120800	Dann		
120801	setzte		
120802	er	14016	(mention_id=14207|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120803	sich	14017	(mention_id=14208|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120804	auf		
120805	die		
120806	Bank		
120807	hin		
120808	und		
120809	begrub		
120810	den		
120811	Kopf		
120812	in		
120813	seine	14018	(mention_id=14209|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120814	beiden		
120815	Hände		
120816	,		
120817	welche		
120818	er	14019	(mention_id=14210|references=(entity=(entity_id=entity_0782|fullname=Max Anhorst|gender=m)))
120819	auf		
120820	die		
120821	Knie		
120822	stützte		
120823	.		
120824	Wenn		
120825	ein		
120826	Maler	14020	(mention_id=14211|references=(entity=(entity_id=generic_4840|fullname=generic_1185|gender=u|specialcase_entity=generic)))
120827	eine		
120828	Mannesthräne		
120829	malen		
120830	wollte		
120831	,		
120832	ohne		
120833	sie	14021	
120834	sehen		
120835	zu		
120836	lassen		
120837	,		
120838	so		
120839	würde		
120840	er	14022	(mention_id=14212|references=(entity=(entity_id=generic_4841|fullname=generic_1186|gender=u|specialcase_entity=generic)))
120841	diese		
120842	Stellung		
120843	wählen		
120844	—		
120845	sagte		
120846	sich	14023	(mention_id=14213|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
120847	Moorfeld	14024	(mention_id=14214|references=(entity=(entity_id=entity_0001|fullname=Dr. Moorfeld|gender=m)))
120848	.		
120849	Jetzt		
120850	trat		
120851	durch		
120852	einen		
120853	untern		
120854	Eingang		
120855	des		
120856	„		
120857	Saales		
120858	“		
120859	der		
