i	token	mention	gold
79628	bricht		
79629	er	10411	(mention_id=10324|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79630	durch		
79631	das		
79632	Gebüsch		
79633	bei		
79634	den		
79635	Eichen		
79636	,		
79637	er	10412	(mention_id=10325|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79638	sieht		
79639	Ottilien	10413	(mention_id=10326|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79640	,		
79641	sie	10414	(mention_id=10327|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79642	ihn	10415	(mention_id=10328|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79643	;		
79644	er	10416	(mention_id=10329|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79645	fliegt		
79646	auf		
79647	sie	10417	(mention_id=10330|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79648	zu		
79649	und		
79650	liegt		
79651	zu		
79652	ihren	10418	(mention_id=10331|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79653	Füßen		
79654	.		
79655	Nach		
79656	einer		
79657	langen		
79658	,		
79659	stummen		
79660	Pause		
79661	,		
79662	in		
79663	der		
79664	sich	10419	(mention_id=10332|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79665	beide	10420	(mention_id=10333|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79666	zu		
79667	fassen		
79668	suchen		
79669	,		
79670	erklärt		
79671	er	10421	(mention_id=10334|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79672	ihr	10422	(mention_id=10335|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79673	mit		
79674	wenig		
79675	Worten		
79676	,		
79677	warum		
79678	und		
79679	wie		
79680	er	10423	(mention_id=10336|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79681	hieher		
79682	gekommen		
79683	.		
79684	Er	10424	(mention_id=10337|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79685	habe		
79686	den		
79687	Major	10425	(mention_id=10338|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79688	an		
79689	Charlotten	10426	(mention_id=10339|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79690	abgesendet		
79691	,		
79692	ihr	10427	(mention_id=10340|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79693	gemeinsames		
79694	Schicksal		
79695	werde		
79696	vielleicht		
79697	in		
79698	diesem		
79699	Augenblick		
79700	entschieden		
79701	.		
79702	Nie		
79703	habe		
79704	er	10428	(mention_id=10341|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79705	an		
79706	ihrer	10429	(mention_id=10342|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79707	Liebe		
79708	gezweifelt		
79709	,		
79710	sie	10430	(mention_id=10343|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79711	gewiß		
79712	auch		
79713	nie		
79714	an		
79715	der		
79716	seinigen	10431	(mention_id=10344|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79717	.		
79718	Er	10432	(mention_id=10345|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79719	bitte		
79720	sie	10433	(mention_id=10346|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79721	um		
79722	ihre	10434	(mention_id=10347|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79723	Einwilligung		
79724	.		
79725	Sie	10435	(mention_id=10348|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79726	zauderte		
79727	,		
79728	er	10436	(mention_id=10349|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79729	beschwur		
79730	sie	10437	(mention_id=10350|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79731	;		
79732	er	10438	(mention_id=10351|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79733	wollte		
79734	seine	10439	(mention_id=10352|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79735	alten		
79736	Rechte		
79737	geltend		
79738	machen		
79739	und		
79740	sie	10440	(mention_id=10353|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79741	in		
79742	seine	10441	(mention_id=10354|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79743	Arme		
79744	schließen		
79745	,		
79746	sie	10442	(mention_id=10355|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79747	deutete		
79748	auf		
79749	das		
79750	Kind	10443	(mention_id=10356|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79751	hin		
79752	.		
79753	Eduard	10444	(mention_id=10357|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79754	erblickt		
79755	es	10445	(mention_id=10358|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79756	und		
79757	staunt		
79758	.		
79759	»		
79760	Großer		
79761	Gott		
79762	!		
79763	«		
79764	ruft		
79765	er	10446	(mention_id=10359|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79766	aus		
79767	,		
79768	»		
79769	wenn		
79770	ich	10447	(mention_id=10360|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79771	Ursache		
79772	hätte		
79773	,		
79774	an		
79775	meiner	10448	(mention_id=10361|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79776	Frau	10449	(mention_id=10362|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79777	,		
79778	an		
79779	meinem	10450	(mention_id=10363|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79780	Freunde	10451	(mention_id=10364|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79781	zu		
79782	zweifeln		
79783	,		
79784	so		
79785	würde		
79786	diese		
79787	Gestalt		(mention_id=10365|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)|specialcase_reference=part))
79788	fürchterlich		
79789	gegen		
79790	sie	10452	(mention_id=10366|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)),(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79791	zeugen		
79792	.		
79793	Ist		
79794	dies		
79795	nicht		
79796	die		
79797	Bildung		(mention_id=10367|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)|specialcase_reference=part))
79798	des		
79799	Majors	10453	(mention_id=10368|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
79800	?		
79801	Solch		
79802	ein		
79803	Gleichen	10454	(mention_id=10369|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79804	habe		
79805	ich	10455	(mention_id=10370|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79806	nie		
79807	gesehen		
79808	.		
79809	«		
79810	»		
79811	Nicht		
79812	doch		
79813	!		
79814	«		
79815	versetzte		
79816	Ottilie	10456	(mention_id=10371|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79817	;		
79818	»		
79819	alle		
79820	Welt		
79821	sagt		
79822	,		
79823	es		
79824	gleiche		
79825	mir	10457	(mention_id=10372|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79826	.		
79827	«		
79828	–		
79829	»		
79830	Wär		
79831	es		
79832	möglich		
79833	?		
79834	«		
79835	versetzte		
79836	Eduard	10458	(mention_id=10373|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79837	,		
79838	und		
79839	in		
79840	dem		
79841	Augenblick		
79842	schlug		
79843	das		
79844	Kind	10459	(mention_id=10374|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79845	die		
79846	Augen		
79847	auf		
79848	,		
79849	zwei		
79850	große		
79851	,		
79852	schwarze		
79853	,		
79854	durchdringende		
79855	Augen		
79856	,		
79857	tief		
79858	und		
79859	freundlich		
79860	.		
79861	Der		
79862	Knabe	10460	(mention_id=10375|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79863	sah		
79864	die		
79865	Welt		
79866	schon		
79867	so		
79868	verständig		
79869	an		
79870	;		
79871	er	10461	(mention_id=10376|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79872	schien		
79873	die		
79874	beiden		(mention_id=10377|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79875	zu		
79876	kennen		
79877	,		
79878	die	10462	(mention_id=10378|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79879	vor		
79880	ihm	10463	(mention_id=10379|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79881	standen		
79882	.		
79883	Eduard	10464	(mention_id=10380|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79884	warf		
79885	sich	10465	(mention_id=10381|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79886	bei		
79887	dem		
79888	Kinde	10466	(mention_id=10382|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79889	nieder		
79890	,		
79891	er	10467	(mention_id=10383|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79892	kniete		
79893	zweimal		
79894	vor		
79895	Ottilien	10468	(mention_id=10384|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79896	.		
79897	»		
79898	Du	10469	(mention_id=10385|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79899	bists		
79900	!		
79901	«		
79902	rief		
79903	er	10470	(mention_id=10386|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79904	aus		
79905	,		
79906	»		
79907	deine	10471	(mention_id=10387|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79908	Augen		
79909	sinds		
79910	.		
79911	Ach		
79912	!		
79913	aber		
79914	laß		
79915	mich	10472	(mention_id=10388|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79916	nur		
79917	in		
79918	die		
79919	deinigen	10473	(mention_id=10389|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79920	schaun		
79921	.		
79922	Laß		
79923	mich	10474	(mention_id=10390|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79924	einen		
79925	Schleier		
79926	werfen		
79927	über		
79928	jene		
79929	unselige		
79930	Stunde		
79931	,		
79932	die		
79933	diesem		
79934	Wesen		(mention_id=10391|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
79935	das		
79936	Dasein		
79937	gab		
79938	.		
79939	Soll		
79940	ich	10475	(mention_id=10392|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79941	deine	10476	(mention_id=10393|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79942	reine		
79943	Seele		
79944	mit		
79945	dem		
79946	unglücklichen		
79947	Gedanken		
79948	erschrecken		
79949	,		
79950	daß		
79951	Mann	10477	(mention_id=10394|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79952	und		
79953	Frau	10478	(mention_id=10395|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79954	entfremdet		
79955	sich	10479	
79956	einander	10480	
79957	ans		
79958	Herz		
79959	drücken		
79960	und		
79961	einen		
79962	gesetzlichen		
79963	Bund		
79964	durch		
79965	lebhafte		
79966	Wünsche		
79967	entheiligen		
79968	können		
79969	?		
79970	Oder		
79971	ja		
79972	,		
79973	da		
79974	wir	10481	(mention_id=10396|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79975	einmal		
79976	so		
79977	weit		
79978	sind		
79979	,		
79980	da		
79981	mein	10482	(mention_id=10397|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79982	Verhältnis		
79983	zu		
79984	Charlotten	10483	(mention_id=10398|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
79985	getrennt		
79986	werden		
79987	muß		
79988	,		
79989	da		
79990	du	10484	(mention_id=10399|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79991	die		
79992	Meinige	10485	(mention_id=10400|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
79993	sein		
79994	wirst		
79995	,		
79996	warum		
79997	soll		
79998	ich	10486	(mention_id=10401|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
79999	es		
80000	nicht		
80001	sagen		
80002	?		
80003	Warum		
80004	soll		
80005	ich	10487	(mention_id=10402|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80006	das		
80007	harte		
80008	Wort		
80009	nicht		
80010	aussprechen		
80011	:		
80012	dies		
80013	Kind	10488	(mention_id=10403|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
80014	ist		
80015	aus		
80016	einem		
80017	doppelten		
80018	Ehbruch		
80019	erzeugt		
80020	!		
80021	es	10489	(mention_id=10404|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
80022	trennt		
80023	mich	10490	(mention_id=10405|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80024	von		
80025	meiner	10491	(mention_id=10406|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80026	Gattin	10492	(mention_id=10407|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80027	und		
80028	meine	10493	(mention_id=10408|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80029	Gattin	10494	(mention_id=10409|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80030	von		
80031	mir	10495	(mention_id=10410|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80032	,		
80033	wie		
80034	es		
80035	uns	10496	(mention_id=10411|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80036	hätte		
80037	verbinden		
80038	sollen		
80039	.		
80040	Mag		
80041	es		(mention_id=10412|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
80042	denn		
80043	gegen		
80044	mich	10497	(mention_id=10413|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80045	zeugen		
80046	,		
80047	mögen		
80048	diese		
80049	herrlichen		
80050	Augen		
80051	den		
80052	deinigen	10498	(mention_id=10414|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80053	sagen		
80054	,		
80055	daß		
80056	ich	10499	(mention_id=10415|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80057	in		
80058	den		
80059	Armen		
80060	einer		
80061	andern	10500	(mention_id=10416|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80062	dir	10501	(mention_id=10417|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80063	gehörte		
80064	;		
80065	mögest		
80066	du	10502	(mention_id=10418|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80067	fühlen		
80068	,		
80069	Ottilie	10503	(mention_id=10419|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80070	,		
80071	recht		
80072	fühlen		
80073	,		
80074	daß		
80075	ich	10504	(mention_id=10420|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80076	jenen		
80077	Fehler		
80078	,		
80079	jenes		
80080	Verbrechen		
80081	nur		
80082	in		
80083	deinen	10505	(mention_id=10421|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80084	Armen		
80085	abbüßen		
80086	kann		
80087	!		
80088	Horch		
80089	!		
80090	«		
80091	rief		
80092	er	10506	(mention_id=10422|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80093	aus		
80094	,		
80095	indem		
80096	er	10507	(mention_id=10423|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80097	aufsprang		
80098	und		
80099	einen		
80100	Schuß		
80101	zu		
80102	hören		
80103	glaubte		
80104	,		
80105	als		
80106	das		
80107	Zeichen		
80108	,		
80109	das		
80110	der		
80111	Major	10508	(mention_id=10424|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80112	geben		
80113	sollte		
80114	.		
80115	Es		
80116	war		
80117	ein		
80118	Jäger	10509	(mention_id=10425|references=(entity=(entity_id=entity_0421|fullname=ein Jäger|gender=m)))
80119	,		
80120	der	10510	(mention_id=10426|references=(entity=(entity_id=entity_0421|fullname=ein Jäger|gender=m)))
80121	im		
80122	benachbarten		
80123	Gebirg		
80124	geschossen		
80125	hatte		
80126	.		
80127	Es		
80128	erfolgte		
80129	nichts		
80130	weiter		
80131	;		
80132	Eduard	10511	(mention_id=10427|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80133	war		
80134	ungeduldig		
80135	.		
80136	Nun		
80137	erst		
80138	sah		
80139	Ottilie	10512	(mention_id=10428|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80140	,		
80141	daß		
80142	die		
80143	Sonne		
80144	sich		
80145	hinter		
80146	die		
80147	Berge		
80148	gesenkt		
80149	hatte		
80150	.		
80151	Noch		
80152	zuletzt		
80153	blinkte		
80154	sie		
80155	von		
80156	den		
80157	Fenstern		
80158	des		
80159	obern		
80160	Gebäudes		
80161	zurück		
80162	.		
80163	»		
80164	Entferne		
80165	dich	10513	(mention_id=10429|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80166	,		
80167	Eduard	10514	(mention_id=10430|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80168	!		
80169	«		
80170	rief		
80171	Ottilie	10515	(mention_id=10431|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80172	.		
80173	»		
80174	So		
80175	lange		
80176	haben		
80177	wir	10516	(mention_id=10432|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80178	entbehrt		
80179	,		
80180	so		
80181	lange		
80182	geduldet		
80183	.		
80184	Bedenke		
80185	,		
80186	was		
80187	wir	10517	(mention_id=10433|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80188	beide	10518	(mention_id=10434|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80189	Charlotten	10519	(mention_id=10435|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80190	schuldig		
80191	sind		
80192	.		
80193	Sie	10520	(mention_id=10436|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80194	muß		
80195	unser	10521	(mention_id=10437|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80196	Schicksal		
80197	entscheiden		
80198	,		
80199	laß		
80200	uns	10522	(mention_id=10438|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80201	ihr	10523	(mention_id=10439|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80202	nicht		
80203	vorgreifen		
80204	.		
80205	Ich	10524	(mention_id=10440|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80206	bin		
80207	die		
80208	Deine	10525	(mention_id=10441|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80209	,		
80210	wenn		
80211	sie	10526	(mention_id=10442|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80212	es		
80213	vergönnt		
80214	;		
80215	wo		
80216	nicht		
80217	,		
80218	so		
80219	muß		
80220	ich	10527	(mention_id=10443|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80221	dir	10528	(mention_id=10444|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80222	entsagen		
80223	.		
80224	Da		
80225	du	10529	(mention_id=10445|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80226	die		
80227	Entscheidung		
80228	so		
80229	nah		
80230	glaubst		
80231	,		
80232	so		
80233	laß		
80234	uns	10530	(mention_id=10446|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)),(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80235	erwarten		
80236	.		
80237	Geh		
80238	in		
80239	das		
80240	Dorf		
80241	zurück		
80242	,		
80243	wo		
80244	der		
80245	Major	10531	(mention_id=10447|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80246	dich	10532	(mention_id=10448|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80247	vermutet		
80248	.		
80249	Wie		
80250	manches		
80251	kann		
80252	vorkommen		
80253	,		
80254	das		
80255	eine		
80256	Erklärung		
80257	fordert		
80258	.		
80259	Ist		
80260	es		
80261	wahrscheinlich		
80262	,		
80263	daß		
80264	ein		
80265	roher		
80266	Kanonenschlag		
80267	dir	10533	(mention_id=10449|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80268	den		
80269	Erfolg		
80270	seiner	10534	(mention_id=10450|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80271	Unterhandlungen		
80272	verkünde		
80273	?		
80274	Vielleicht		
80275	sucht		
80276	er	10535	(mention_id=10451|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80277	dich	10536	(mention_id=10452|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80278	auf		
80279	in		
80280	diesem		
80281	Augenblick		
80282	.		
80283	Er	10537	(mention_id=10453|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80284	hat		
80285	Charlotten	10538	(mention_id=10454|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80286	nicht		
80287	getroffen		
80288	,		
80289	das		
80290	weiß		
80291	ich	10539	(mention_id=10455|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80292	;		
80293	er	10540	(mention_id=10456|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80294	kann		
80295	ihr	10541	(mention_id=10457|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80296	entgegengegangen		
80297	sein		
80298	,		
80299	denn		
80300	man		
80301	wußte		
80302	,		
80303	wo		
80304	sie	10542	(mention_id=10458|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80305	hin		
80306	war		
80307	.		
80308	Wie		
80309	vielerlei		
80310	Fälle		
80311	sind		
80312	möglich		
80313	!		
80314	Laß		
80315	mich	10543	(mention_id=10459|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80316	!		
80317	Jetzt		
80318	muß		
80319	sie	10544	(mention_id=10460|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80320	kommen		
80321	.		
80322	Sie	10545	(mention_id=10461|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80323	erwartet		
80324	mich	10546	(mention_id=10462|references=(entity=(entity_id=entity_0002|fullname=Charlotte|gender=f)))
80325	mit		
80326	dem		
80327	Kinde	10547	(mention_id=10463|references=(entity=(entity_id=entity_0199|fullname=Otto|gender=m)))
80328	dort		
80329	oben		
80330	.		
80331	«		
80332	Ottilie	10548	(mention_id=10464|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80333	sprach		
80334	in		
80335	Hast		
80336	.		
80337	Sie	10549	(mention_id=10465|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80338	rief		
80339	sich	10550	(mention_id=10466|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80340	alle		
80341	Möglichkeiten		
80342	zusammen		
80343	.		
80344	Sie	10551	(mention_id=10467|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80345	war		
80346	glücklich		
80347	in		
80348	Eduards	10552	(mention_id=10468|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80349	Nähe		
80350	und		
80351	fühlte		
80352	,		
80353	daß		
80354	sie	10553	(mention_id=10469|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80355	ihn	10554	(mention_id=10470|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80356	jetzt		
80357	entfernen		
80358	müsse		
80359	.		
80360	»		
80361	Ich	10555	(mention_id=10471|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80362	bitte		
80363	,		
80364	ich	10556	(mention_id=10472|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80365	beschwöre		
80366	dich	10557	(mention_id=10473|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80367	,		
80368	Geliebter	10558	(mention_id=10474|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80369	!		
80370	«		
80371	rief		
80372	sie	10559	(mention_id=10475|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80373	aus		
80374	,		
80375	»		
80376	kehre		
80377	zurück		
80378	und		
80379	erwarte		
80380	den		
80381	Major	10560	(mention_id=10476|references=(entity=(entity_id=entity_0003|fullname=Hauptmann|gender=m|possible_identity_with=entity_0374)))
80382	!		
80383	«		
80384	–		
80385	»		
80386	Ich	10561	(mention_id=10477|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80387	gehorche		
80388	deinen	10562	(mention_id=10478|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80389	Befehlen		
80390	,		
80391	«		
80392	rief		
80393	Eduard	10563	(mention_id=10479|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80394	,		
80395	indem		
80396	er	10564	(mention_id=10480|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80397	sie	10565	(mention_id=10481|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80398	erst		
80399	leidenschaftlich		
80400	anblickte		
80401	und		
80402	sie	10566	(mention_id=10482|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80403	dann		
80404	fest		
80405	in		
80406	seine	10567	(mention_id=10483|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80407	Arme		
80408	schloß		
80409	.		
80410	Sie	10568	(mention_id=10484|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80411	umschlang		
80412	ihn	10569	(mention_id=10485|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80413	mit		
80414	den		
80415	ihrigen	10570	(mention_id=10486|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80416	und		
80417	drückte		
80418	ihn	10571	(mention_id=10487|references=(entity=(entity_id=entity_0001|fullname=Eduard|gender=m)))
80419	auf		
80420	das		
80421	zärtlichste		
80422	an		
80423	ihre	10572	(mention_id=10488|references=(entity=(entity_id=entity_0006|fullname=Ottilie|gender=f)))
80424	Brust		
80425	.		
80426	Die		
80427	Hoffnung		
80428	fuhr		
