i	text	is_section_start	gold
7315	bey	0	
7316	ihrem	0	(mention_id=1142|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7317	äußerst	0	
7318	einfachen	0	
7319	Wesen	0	
7320	,	0	
7321	etwas	0	
7322	ganz	0	
7323	gewöhnliches	0	
7324	zu	0	
7325	sagen	0	
7326	.	0	
7327	Man	0	
7328	kann	0	
7329	denken	0	
7330	,	0	
7331	ob	0	
7332	ich	0	(mention_id=1143|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7333	sie	0	(mention_id=1144|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7334	ungern	0	
7335	verließ	0	
7336	.	0	
7337	–	0	
7338	Ich	0	(mention_id=1145|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7339	hatte	0	
7340	sie	0	(mention_id=1146|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7341	um	0	
7342	die	0	
7343	Erlaubniß	0	
7344	gebeten	0	
7345	,	0	
7346	sie	0	(mention_id=1147|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7347	wieder	0	
7348	zu	0	
7349	sehen	0	
7350	,	0	
7351	und	0	
7352	sie	0	(mention_id=1148|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7353	hatte	0	
7354	sie	0	(mention_id=1149|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7355	mir	0	(mention_id=1150|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7356	in	0	
7357	einem	0	
7358	Tone	0	
7359	gegeben	0	
7360	,	0	
7361	der	0	
7362	sehr	0	
7363	deutlich	0	
7364	verrieth	0	
7365	,	0	
7366	wie	0	
7367	weit	0	
7368	sie	0	(mention_id=1151|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7369	sich	0	(mention_id=1152|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7370	über	0	
7371	die	0	
7372	Jahre	0	
7373	hinausglaubte	0	
7374	,	0	
7375	wo	0	
7376	Mangel	0	
7377	an	0	
7378	Zurückhaltung	0	
7379	gefährlich	0	
7380	werden	0	
7381	kann	0	
7382	.	0	
7383	In	0	
7384	der	0	
7385	That	0	
7386	nutzte	0	
7387	ich	0	(mention_id=1153|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7388	jetzt	0	
7389	diese	0	
7390	Erlaubniß	0	
7391	auf	0	
7392	das	0	
7393	Aeußerste	0	
7394	;	0	
7395	es	0	
7396	verging	0	
7397	kein	0	
7398	Tag	0	
7399	,	0	
7400	wo	0	
7401	ich	0	(mention_id=1154|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7402	sie	0	(mention_id=1155|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7403	nicht	0	
7404	wenigstens	0	
7405	einmal	0	
7406	sah	0	
7407	,	0	
7408	und	0	
7409	bald	0	
7410	ward	0	
7411	es	0	
7412	mir	0	(mention_id=1156|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7413	zum	0	
7414	süßen	0	
7415	Bedürfniß	0	
7416	,	0	
7417	ihr	0	(mention_id=1157|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7418	alle	0	
7419	meine	0	(mention_id=1158|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7420	Gedanken	0	
7421	und	0	
7422	Empfindungen	0	
7423	mitzutheilen	0	
7424	.	0	
7425	Stundenlang	0	
7426	unterhielten	0	
7427	wir	0	(mention_id=1159|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7428	uns	0	(mention_id=1160|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7429	von	0	
7430	Marie	0	(mention_id=1161|references=(entity=(entity_id=entity_0003|fullname=Marie|gender=f)))
7431	,	0	
7432	und	0	
7433	von	0	
7434	allem	0	
7435	was	0	
7436	ich	0	(mention_id=1162|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7437	gehoft	0	
7438	und	0	
7439	gelitten	0	
7440	hatte	0	
7441	.	0	
7442	Ach	0	
7443	,	0	
7444	so	0	
7445	wie	0	
7446	sie	0	(mention_id=1163|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7447	mich	0	(mention_id=1164|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7448	verstand	0	
7449	;	0	
7450	konnte	0	
7451	mich	0	(mention_id=1165|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7452	Heinrich	0	(mention_id=1166|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
7453	nimmermehr	0	
7454	verstehen	0	
7455	.	0	
7456	–	0	
7457	Nein	0	
7458	!	0	
7459	dieses	0	
7460	gänzliche	0	
7461	Dahingeben	0	
7462	in	0	
7463	ein	0	
7464	fremdes	0	
7465	Interesse	0	
7466	vermag	0	
7467	kein	0	
7468	Mann	0	
7469	von	0	
7470	sich	0	
7471	zucrzwingen	0	
7472	.	0	
7473	Mein	0	(mention_id=1167|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7474	bitterer	0	
7475	,	0	
7476	verschlossener	0	
7477	Gram	0	
7478	sing	0	
7479	endlich	0	
7480	an	0	
7481	,	0	
7482	sich	0	
7483	immermehr	0	
7484	in	0	
7485	zärtliche	0	
7486	Wehmuth	0	
7487	zu	0	
7488	verwandeln	0	
7489	;	0	
7490	aber	0	
7491	die	0	
7492	Leidenschaft	0	
7493	hatte	0	
7494	meinen	0	(mention_id=1168|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7495	Körper	0	
7496	schon	0	
7497	zu	0	
7498	sehr	0	
7499	erschüttert	0	
7500	:	0	
7501	und	0	
7502	ich	0	(mention_id=1169|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7503	fühlte	0	
7504	bestimmt	0	
7505	,	0	
7506	daß	0	
7507	ich	0	(mention_id=1170|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7508	einer	0	
7509	ernstlichen	0	
7510	Krankheit	0	
7511	nicht	0	
7512	entgehen	0	
7513	würde	0	
7514	.	0	
7515	»	0	
7516	Wenn	0	
7517	ich	0	(mention_id=1171|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7518	krank	0	
7519	werde	0	
7520	«	0	
7521	–	0	
7522	sagte	0	
7523	ich	0	(mention_id=1172|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7524	zu	0	
7525	Sophien	0	(mention_id=1173|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7526	–	0	
7527	»	0	
7528	so	0	
7529	bleibe	0	
7530	ich	0	(mention_id=1174|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7531	bey	0	
7532	Ihnen	0	(mention_id=1175|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7533	.	0	
7534	Nicht	0	
7535	wahr	0	
7536	?	0	
7537	Sie	0	(mention_id=1176|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7538	verstoßen	0	
7539	mich	0	(mention_id=1177|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7540	nicht	0	
7541	?	0	
7542	«	0	
7543	–	0	
7544	Sie	0	(mention_id=1178|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7545	antwortete	0	
7546	mir	0	(mention_id=1179|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7547	mit	0	
7548	einem	0	
7549	gutherzigen	0	
7550	Lächeln	0	
7551	;	0	
7552	und	0	
7553	dachte	0	
7554	freylich	0	
7555	nicht	0	
7556	,	0	
7557	daß	0	
7558	dieser	0	
7559	Fall	0	
7560	jemals	0	
7561	kommen	0	
7562	würde	0	
7563	.	0	
7564	Aber	0	
7565	als	0	
7566	wir	0	(mention_id=1180|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7567	eines	0	
7568	Abends	0	
7569	im	0	
7570	traulichen	0	
7571	Gespräche	0	
7572	neben	0	
7573	einander	0	(mention_id=1181|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7574	saßen	0	
7575	,	0	
7576	überfiel	0	
7577	mich	0	(mention_id=1182|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7578	plötzlich	0	
7579	ein	0	
7580	Schwindel	0	
7581	,	0	
7582	und	0	
7583	als	0	
7584	ich	0	(mention_id=1183|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7585	das	0	
7586	Bewußtseyn	0	
7587	wieder	0	
7588	erhielt	0	
7589	,	0	
7590	fand	0	
7591	ich	0	(mention_id=1184|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7592	mich	0	(mention_id=1185|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7593	auf	0	
7594	einem	0	
7595	Bette	0	
7596	,	0	
7597	in	0	
7598	einem	0	
7599	unbekannten	0	
7600	Zimmer	0	
7601	,	0	
7602	Sophie	0	(mention_id=1186|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7603	und	0	
7604	den	0	
7605	Arzt	0	(mention_id=1187|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7606	an	0	
7607	meiner	0	(mention_id=1188|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7608	Seite	0	
7609	.	0	
7610	Fünftes	0	
7611	Kapitel	0	
7612	»	0	
7613	Wo	0	
7614	bin	0	
7615	ich	0	
7616	?	0	
7617	«	0	
7618	–	0	
7619	rief	0	
7620	ich	0	(mention_id=1189|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7621	aus	0	
7622	–	0	
7623	»	0	
7624	was	0	
7625	für	0	
7626	ein	0	
7627	Zimmer	0	
7628	ist	0	
7629	das	0	
7630	?	0	
7631	«	0	
7632	»	0	
7633	Das	0	
7634	Schlafzimmer	0	
7635	von	0	
7636	Mlle	0	(mention_id=1190|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7637	.	0	(mention_id=1190|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7638	R.	0	(mention_id=1190|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7639	«	0	
7640	–	0	
7641	sagte	0	
7642	der	0	
7643	Arzt	0	(mention_id=1191|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7644	–	0	
7645	»	0	
7646	was	0	
7647	Sie	0	(mention_id=1192|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7648	auch	0	
7649	sobald	0	
7650	noch	0	
7651	nicht	0	
7652	verlassen	0	
7653	werden	0	
7654	.	0	
7655	«	0	
7656	»	0	
7657	Glauben	0	
7658	Sie	0	(mention_id=1193|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7659	wirklich	0	
7660	?	0	
7661	«	0	
7662	–	0	
7663	fragte	0	
7664	Sophie	0	(mention_id=1194|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7665	erröthend	0	
7666	.	0	
7667	–	0	
7668	»	0	
7669	Daß	0	
7670	unter	0	
7671	vierzehn	0	
7672	Tagen	0	
7673	an	0	
7674	keine	0	
7675	Veränderung	0	
7676	zu	0	
7677	denken	0	
7678	ist	0	
7679	«	0	
7680	–	0	
7681	antwortete	0	
7682	der	0	
7683	Arzt	0	(mention_id=1195|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7684	.	0	
7685	»	0	
7686	Ich	0	(mention_id=1196|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7687	müßte	0	
7688	mich	0	(mention_id=1197|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7689	sehr	0	
7690	irren	0	
7691	oder	0	
7692	die	0	
7693	Masern	0	
7694	sind	0	
7695	im	0	
7696	Anzuge	0	
7697	,	0	
7698	und	0	
7699	Ihre	0	(mention_id=1198|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7700	Frau	0	(mention_id=1199|references=(entity=(entity_id=entity_0006|fullname=Gustavs Tante|gender=f)))
7701	Tante	0	(mention_id=1199|references=(entity=(entity_id=entity_0006|fullname=Gustavs Tante|gender=f)))
7702	hat	0	
7703	mir	0	(mention_id=1200|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7704	Ihre	0	(mention_id=1201|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7705	Gesundheit	0	
7706	zu	0	
7707	dringend	0	
7708	empfohlen	0	
7709	,	0	
7710	als	0	
7711	daß	0	
7712	ich	0	(mention_id=1202|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7713	Sie	0	(mention_id=1203|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7714	einer	0	
7715	so	0	
7716	guten	0	
7717	Pflege	0	
7718	entziehen	0	
7719	sollte	0	
7720	.	0	
7721	«	0	
7722	»	0	
7723	Verhalten	0	
7724	Sie	0	(mention_id=1204|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7725	sich	0	(mention_id=1205|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7726	nach	0	
7727	meiner	0	(mention_id=1206|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7728	Vorschrift	0	
7729	,	0	
7730	«	0	
7731	–	0	
7732	fuhr	0	
7733	er	0	
7734	,	0	
7735	zu	0	
7736	Sophien	0	(mention_id=1207|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7737	sich	0	(mention_id=1208|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7738	wendend	0	
7739	,	0	
7740	fort	0	
7741	–	0	
7742	»	0	
7743	morgen	0	
7744	früh	0	
7745	komme	0	
7746	ich	0	(mention_id=1209|references=(entity=(entity_id=entity_0012|fullname=Arzt|gender=m)))
7747	wieder	0	
7748	.	0	
7749	«	0	
7750	Jetzt	0	
7751	waren	0	
7752	wir	0	(mention_id=1210|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7753	allein	0	
7754	.	0	
7755	Sophie	0	(mention_id=1211|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7756	stand	0	
7757	am	0	
7758	Fenster	0	
7759	.	0	
7760	»	0	
7761	Warum	0	
7762	so	0	
7763	fern	0	
7764	?	0	
7765	«	0	
7766	–	0	
7767	sagte	0	
7768	ich	0	(mention_id=1212|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7769	,	0	
7770	und	0	
7771	streckte	0	
7772	bittend	0	
7773	meine	0	(mention_id=1213|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7774	Hand	0	
7775	nach	0	
7776	ihr	0	(mention_id=1214|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7777	aus	0	
7778	–	0	
7779	»	0	
7780	Sie	0	(mention_id=1215|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7781	wünschen	0	
7782	etwas	0	
7783	,	0	
7784	Herr	0	(mention_id=1216|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7785	von	0	(mention_id=1216|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7786	S.	0	(mention_id=1216|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7787	–	0	
7788	vielleicht	0	
7789	zu	0	
7790	trinken	0	
7791	?	0	
7792	«	0	
7793	–	0	
7794	antwortete	0	
7795	sie	0	(mention_id=1217|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7796	,	0	
7797	und	0	
7798	ihre	0	(mention_id=1218|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7799	Miene	0	
7800	war	0	
7801	ein	0	
7802	Gemisch	0	
7803	von	0	
7804	zärtlicher	0	
7805	Wehmuth	0	
7806	und	0	
7807	lieblicher	0	
7808	Verschämtheit	0	
7809	.	0	
7810	–	0	
7811	»	0	
7812	Ja	0	
7813	,	0	
7814	ich	0	(mention_id=1219|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7815	wünsche	0	
7816	etwas	0	
7817	,	0	
7818	«	0	
7819	–	0	
7820	wiederholte	0	
7821	ich	0	
7822	,	0	
7823	und	0	
7824	indem	0	
7825	sie	0	(mention_id=1220|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7826	mit	0	
7827	besorgter	0	
7828	Neugier	0	
7829	näher	0	
7830	trat	0	
7831	,	0	
7832	schlang	0	
7833	ich	0	(mention_id=1221|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7834	meine	0	(mention_id=1222|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7835	beyden	0	
7836	Arme	0	
7837	um	0	
7838	sie	0	(mention_id=1223|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7839	und	0	
7840	drückte	0	
7841	mein	0	(mention_id=1224|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7842	Gesicht	0	
7843	fest	0	
7844	an	0	
7845	ihre	0	(mention_id=1225|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7846	schöne	0	
7847	Brust	0	
7848	–	0	
7849	»	0	
7850	ja	0	
7851	,	0	
7852	ich	0	(mention_id=1226|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7853	wünsche	0	
7854	ewig	0	
7855	an	0	
7856	diesem	0	
7857	großen	0	
7858	Herzen	0	
7859	zu	0	
7860	ruhen	0	
7861	!	0	
7862	dann	0	
7863	sollte	0	
7864	mich	0	(mention_id=1227|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7865	kein	0	
7866	Unglück	0	
7867	treffen	0	
7868	,	0	
7869	und	0	
7870	alle	0	
7871	kleinlichen	0	
7872	Leidenschaften	0	
7873	würden	0	
7874	auf	0	
7875	immer	0	
7876	von	0	
7877	mir	0	(mention_id=1228|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7878	entfernt	0	
7879	bleiben	0	
7880	.	0	
7881	«	0	
7882	»	0	
7883	Mein	0	(mention_id=1229|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7884	lieber	0	
7885	Sohn	0	(mention_id=1230|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7886	!	0	
7887	«	0	
7888	–	0	
7889	sagte	0	
7890	sie	0	(mention_id=1231|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7891	,	0	
7892	und	0	
7893	ich	0	(mention_id=1232|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7894	fühlte	0	
7895	ihre	0	(mention_id=1233|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7896	Lippen	0	
7897	auf	0	
7898	meiner	0	(mention_id=1234|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7899	Stirne	0	
7900	–	0	
7901	»	0	
7902	ich	0	(mention_id=1235|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7903	bitte	0	
7904	Sie	0	(mention_id=1236|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7905	,	0	
7906	seyn	0	
7907	Sie	0	(mention_id=1237|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7908	ruhig	0	
7909	!	0	
7910	Sie	0	(mention_id=1238|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7911	haben	0	
7912	jetzt	0	
7913	etwas	0	
7914	Fieber	0	
7915	,	0	
7916	und	0	
7917	die	0	
7918	Erschütterungen	0	
7919	könnten	0	
7920	Ihnen	0	(mention_id=1239|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7921	sehr	0	
7922	nachtheilig	0	
7923	werden	0	
7924	.	0	
7925	«	0	
7926	»	0	
7927	Sie	0	(mention_id=1240|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7928	haben	0	
7929	jetzt	0	
7930	etwas	0	
7931	Fieber	0	
7932	!	0	
7933	«	0	
7934	–	0	
7935	wiederholte	0	
7936	ich	0	(mention_id=1241|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7937	empfindlich	0	
7938	,	0	
7939	und	0	
7940	verbarg	0	
7941	mein	0	(mention_id=1242|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7942	Gesicht	0	
7943	in	0	
7944	die	0	
7945	Kissen	0	
7946	.	0	
7947	Lange	0	
7948	spielte	0	
7949	ich	0	(mention_id=1243|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7950	so	0	
7951	den	0	
7952	Beleidigten	0	(mention_id=1244|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7953	,	0	
7954	hoffend	0	
7955	,	0	
7956	sie	0	(mention_id=1245|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
7957	würde	0	
7958	mich	0	(mention_id=1246|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7959	durch	0	
7960	irgend	0	
7961	etwas	0	
7962	zu	0	
7963	versöhnen	0	
7964	suchen	0	
7965	;	0	
7966	aber	0	
7967	als	0	
7968	ich	0	(mention_id=1247|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7969	endlich	0	
7970	wieder	0	
7971	aufblickte	0	
7972	,	0	
7973	sah	0	
7974	ich	0	(mention_id=1248|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
7975	das	0	
7976	Zimmer	0	
7977	leer	0	
7978	,	0	
7979	und	0	
7980	bald	0	
7981	darauf	0	
7982	,	0	
7983	statt	0	
7984	ihrer	0	
7985	,	0	
7986	Heinrich	0	(mention_id=1249|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
7987	hereintreten	0	
7988	.	0	
7989	Sechstes	0	
7990	Kapitel	0	
7991	»	0	
7992	Was	0	
7993	willst	0	
7994	du	0	(mention_id=1250|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
7995	?	0	
7996	«	0	
7997	–	0	
7998	rief	0	
7999	ich	0	(mention_id=1251|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8000	ihm	0	(mention_id=1252|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8001	ärgerlich	0	
8002	entgegen	0	
8003	–	0	
8004	»	0	
8005	doch	0	
8006	wohl	0	
8007	nicht	0	
8008	den	0	
8009	Krankenwärter	0	(mention_id=1253|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8010	machen	0	
8011	?	0	
8012	«	0	
8013	»	0	
8014	In	0	
8015	der	0	
8016	That	0	
8017	,	0	
8018	das	0	
8019	war	0	
8020	meine	0	(mention_id=1254|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8021	Absicht	0	
8022	!	0	
8023	«	0	
8024	–	0	
8025	sagte	0	
8026	er	0	(mention_id=1255|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8027	,	0	
8028	indem	0	
8029	er	0	(mention_id=1256|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8030	mich	0	(mention_id=1257|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8031	mit	0	
8032	seinen	0	(mention_id=1258|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8033	großen	0	
8034	redlichen	0	
8035	Augen	0	
8036	unbeschreiblich	0	
8037	theilnehmend	0	
8038	ansah	0	
8039	.	0	
8040	»	0	
8041	Du	0	(mention_id=1259|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8042	begreifst	0	
8043	aber	0	
8044	,	0	
8045	«	0	
8046	–	0	
8047	fuhr	0	
8048	ich	0	(mention_id=1260|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8049	ungeduldig	0	
8050	fort	0	
8051	–	0	
8052	»	0	
8053	daß	0	
8054	das	0	
8055	nicht	0	
8056	angeht	0	
8057	.	0	
8058	–	0	
8059	Sollen	0	
8060	wir	0	(mention_id=1261|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8061	der	0	
8062	guten	0	
8063	Person	0	(mention_id=1262|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8064	zwey	0	
8065	Menschen	0	(mention_id=1263|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)),(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8066	statt	0	
8067	Einem	0	(mention_id=1264|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8068	aufbürden	0	
8069	?	0	
8070	«	0	
8071	Er	0	(mention_id=1265|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8072	.	0	
8073	Sie	0	(mention_id=1266|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8074	hat	0	
8075	mich	0	(mention_id=1267|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8076	aber	0	
8077	selbst	0	
8078	darum	0	
8079	gebeten	0	
8080	.	0	
8081	Ich	0	(mention_id=1268|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8082	.	0	
8083	Wer	0	
8084	?	0	
8085	Er	0	(mention_id=1269|references=(entity=(entity_id=entity_0004|fullname=Heinrich|gender=m)))
8086	.	0	
8087	Mlle	0	(mention_id=1270|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8088	.	0	(mention_id=1270|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8089	R.	0	(mention_id=1270|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8090	»	0	
8091	Ich	0	(mention_id=1271|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8092	will	0	
8093	nach	0	
8094	Hause	0	
8095	!	0	
8096	ich	0	(mention_id=1272|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8097	will	0	
8098	nach	0	
8099	Hause	0	
8100	!	0	
8101	«	0	
8102	–	0	
8103	rief	0	
8104	ich	0	(mention_id=1273|references=(entity=(entity_id=entity_0002|fullname=Gustav von S.|gender=m)))
8105	,	0	
8106	von	0	
8107	Fieberhitze	0	
8108	glühend	0	
8109	–	0	
8110	und	0	
8111	in	0	
8112	dem	0	
8113	Augenblicke	0	
8114	trat	0	
8115	Sophie	0	(mention_id=1274|references=(entity=(entity_id=entity_0018|fullname=Sophie|gender=f)))
8116	herein	0	
8117	.	0	
8118	»	0	
8119	Mein	0	
8120	Gott	0	
8121	!	0	
8122	was	0	
8123	ist	0	
8124	denn	0	
8125	vorgefallen	0	
8126	?	0	
8127	«	0	
