i	text	is_section_start
22243	,	0
22244	danke	0
22245	,	0
22246	Großvater	0
22247	!	0
22248	«	0
22249	aufrappeln	0
22250	und	0
22251	sich	0
22252	das	0
22253	Gewand	0
22254	näher	0
22255	betrachten	0
22256	konnte	0
22257	.	0
22258	Ganz	0
22259	neu	0
22260	war	0
22261	es	0
22262	nun	0
22263	freilich	0
22264	nicht	0
22265	,	0
22266	aber	0
22267	doch	0
22268	sehr	0
22269	gut	0
22270	erhalten	0
22271	und	0
22272	noch	0
22273	gar	0
22274	nicht	0
22275	geflickt	0
22276	.	0
22277	Der	0
22278	auf	0
22279	einmal	0
22280	freigebig	0
22281	Gewordene	0
22282	zeigte	0
22283	überhaupt	0
22284	ein	0
22285	gegen	0
22286	früher	0
22287	gänzlich	0
22288	verändertes	0
22289	Wesen	0
22290	und	0
22291	war	0
22292	von	0
22293	einer	0
22294	kribbligen	0
22295	Unrast	0
22296	befallen	0
22297	.	0
22298	Er	0
22299	ging	0
22300	zwar	0
22301	seinem	0
22302	Gewerbe	0
22303	nach	0
22304	,	0
22305	besuchte	0
22306	die	0
22307	Keller	0
22308	seiner	0
22309	Anhänger	0
22310	,	0
22311	probte	0
22312	deren	0
22313	Weine	0
22314	und	0
22315	goß	0
22316	seinen	0
22317	zusammengequirlten	0
22318	Sud	0
22319	in	0
22320	die	0
22321	Fässer	0
22322	.	0
22323	Aber	0
22324	er	0
22325	nahm	0
22326	sich	0
22327	zu	0
22328	diesem	0
22329	Geschäft	0
22330	viel	0
22331	weniger	0
22332	Zeit	0
22333	als	0
22334	sonst	0
22335	,	0
22336	hielt	0
22337	sich	0
22338	nirgends	0
22339	lange	0
22340	auf	0
22341	und	0
22342	trieb	0
22343	sich	0
22344	beständig	0
22345	auf	0
22346	einsamen	0
22347	Wegen	0
22348	zwischen	0
22349	den	0
22350	Wingerten	0
22351	umher	0
22352	,	0
22353	wo	0
22354	er	0
22355	doch	0
22356	nichts	0
22357	zu	0
22358	tun	0
22359	hatte	0
22360	.	0
22361	Auch	0
22362	sein	0
22363	Auftreten	0
22364	und	0
22365	Gebaren	0
22366	war	0
22367	weit	0
22368	kecker	0
22369	und	0
22370	selbstbewußter	0
22371	als	0
22372	früher	0
22373	;	0
22374	er	0
22375	warf	0
22376	mit	0
22377	dunkeln	0
22378	,	0
22379	prahlerischen	0
22380	Reden	0
22381	um	0
22382	sich	0
22383	,	0
22384	aus	0
22385	denen	0
22386	kein	0
22387	Mensch	0
22388	klug	0
22389	werden	0
22390	konnte	0
22391	,	0
22392	und	0
22393	benahm	0
22394	sich	0
22395	wie	0
22396	einer	0
22397	,	0
22398	der	0
22399	großes	0
22400	im	0
22401	Schilde	0
22402	führt	0
22403	.	0
22404	Christoph	0
22405	Armbruster	0
22406	war	0
22407	es	0
22408	,	0
22409	den	0
22410	er	0
22411	suchte	0
22412	,	0
22413	dem	0
22414	er	0
22415	überall	0
22416	,	0
22417	wo	0
22418	er	0
22419	ihn	0
22420	zu	0
22421	treffen	0
22422	hoffen	0
22423	konnte	0
22424	,	0
22425	aufpaßte	0
22426	,	0
22427	weil	0
22428	er	0
22429	ihn	0
22430	ohne	0
22431	Zeugen	0
22432	zu	0
22433	sprechen	0
22434	wünschte	0
22435	.	0
22436	Endlich	0
22437	,	0
22438	nach	0
22439	tagelang	0
22440	vergeblichem	0
22441	Umherstreifen	0
22442	glückte	0
22443	es	0
22444	ihm	0
22445	,	0
22446	dem	0
22447	Bürgermeister	0
22448	einmal	0
22449	in	0
22450	der	0
22451	Nähe	0
22452	seines	0
22453	Wingerts	0
22454	allein	0
22455	zu	0
22456	begegnen	0
22457	.	0
22458	Er	0
22459	grüßte	0
22460	ihn	0
22461	unterwürfig	0
22462	und	0
22463	redete	0
22464	ihn	0
22465	an	0
22466	:	0
22467	»	0
22468	Herr	0
22469	Bürgermeister	0
22470	,	0
22471	ich	0
22472	hab	0
22473	eine	0
22474	Neuigkeit	0
22475	,	0
22476	eine	0
22477	sehr	0
22478	wichtige	0
22479	Neuigkeit	0
22480	für	0
22481	Euch	0
22482	.	0
22483	«	0
22484	Christoph	0
22485	wies	0
22486	ihn	0
22487	stolz	0
22488	ab	0
22489	:	0
22490	»	0
22491	Behalt	0
22492	sie	0
22493	für	0
22494	dich	0
22495	!	0
22496	mich	0
22497	verlangt	0
22498	nicht	0
22499	nach	0
22500	deinen	0
22501	Neuigkeiten	0
22502	.	0
22503	«	0
22504	Mit	0
22505	diesem	0
22506	Bescheid	0
22507	wollte	0
22508	er	0
22509	an	0
22510	dem	0
22511	doppelzüngigen	0
22512	Ohrenbläser	0
22513	vorüber	0
22514	.	0
22515	Aber	0
22516	Hammichel	0
22517	blieb	0
22518	ihm	0
22519	zur	0
22520	Seite	0
22521	und	0
22522	sprach	0
22523	:	0
22524	»	0
22525	Ihr	0
22526	würdet's	0
22527	mir	0
22528	Dank	0
22529	wissen	0
22530	,	0
22531	Herr	0
22532	Bürgermeister	0
22533	,	0
22534	wenn	0
22535	ich	0
22536	Euch	0
22537	mitteilte	0
22538	,	0
22539	was	0
22540	ich	0
22541	erfahren	0
22542	habe	0
22543	.	0
22544	«	0
22545	Da	0
22546	stellte	0
22547	sich	0
22548	Christoph	0
22549	Armbruster	0
22550	breitbeinig	0
22551	vor	0
22552	die	0
22553	Jammergestalt	0
22554	hin	0
22555	und	0
22556	sagte	0
22557	barsch	0
22558	:	0
22559	»	0
22560	So	0
22561	mach's	0
22562	kurz	0
22563	,	0
22564	ich	0
22565	hab	0
22566	keine	0
22567	Zeit	0
22568	für	0
22569	dich	0
22570	übrig	0
22571	.	0
22572	«	0
22573	»	0
22574	Es	0
22575	ist	0
22576	auch	0
22577	ganz	0
22578	kurz	0
22579	,	0
22580	was	0
22581	ich	0
22582	Euch	0
22583	zu	0
22584	melden	0
22585	hab	0
22586	,	0
22587	«	0
22588	erwiderte	0
22589	Hammichel	0
22590	mit	0
22591	erheuchelter	0
22592	Ruhe	0
22593	.	0
22594	»	0
22595	Ich	0
22596	hab	0
22597	ein	0
22598	Vöglein	0
22599	pfeifen	0
22600	hören	0
22601	,	0
22602	daß	0
22603	in	0
22604	der	0
22605	Pfalz	0
22606	das	0
22607	Wildfangrecht	0
22608	wieder	0
22609	auf	0
22610	die	0
22611	Bahn	0
22612	kommen	0
22613	soll	0
22614	.	0
22615	Das	0
22616	heißt	0
22617	so	0
22618	viel	0
22619	wie	0
22620	daß	0
22621	Eure	0
22622	schöne	0
22623	Niftel	0
22624	,	0
22625	die	0
22626	Trudi	0
22627	,	0
22628	hörig	0
22629	und	0
22630	leibeigen	0
22631	werden	0
22632	muß	0
22633	,	0
22634	wenn	0
22635	ich	0
22636	nicht	0
22637	reinen	0
22638	Mund	0
22639	halte	0
22640	.	0
22641	«	0
22642	Diese	0
22643	Kunde	0
22644	traf	0
22645	den	0
22646	starken	0
22647	,	0
22648	in	0
22649	sich	0
22650	gefesteten	0
22651	Mann	0
22652	wie	0
22653	ein	0
22654	Blitz	0
22655	aus	0
22656	heiterem	0
22657	Himmel	0
22658	.	0
22659	Er	0
22660	bezwang	0
22661	jedoch	0
22662	seine	0
22663	große	0
22664	innere	0
22665	Erregung	0
22666	und	0
22667	fragte	0
22668	mit	0
22669	angenommenem	0
22670	Gleichmut	0
22671	:	0
22672	»	0
22673	Woher	0
22674	weißt	0
22675	du	0
22676	das	0
22677	?	0
22678	«	0
22679	»	0
22680	Das	0
22681	gehört	0
22682	eigentlich	0
22683	nicht	0
22684	zur	0
22685	Sache	0
22686	,	0
22687	«	0
22688	gab	0
22689	ihm	0
22690	Hammichel	0
22691	zur	0
22692	Antwort	0
22693	,	0
22694	»	0
22695	aber	0
22696	Ihr	0
22697	sollt	0
22698	nicht	0
22699	denken	0
22700	,	0
22701	daß	0
22702	ich	0
22703	Euch	0
22704	bloß	0
22705	ein	0
22706	windiges	0
22707	Gerücht	0
22708	zutrage	0
22709	.	0
22710	Ich	0
22711	hab's	0
22712	von	0
22713	einem	0
22714	guten	0
22715	Freunde	0
22716	,	0
22717	einem	0
22718	Schreiberlein	0
22719	in	0
22720	der	0
22721	kurfürstlichen	0
22722	Kanzlei	0
22723	zu	0
22724	Kaiserslautern	0
22725	.	0
22726	Glaubt	0
22727	Ihr's	0
22728	nun	0
22729	?	0
22730	«	0
22731	»	0
22732	Dir	0
22733	für	0
22734	die	0
22735	Nachricht	0
22736	zu	0
22737	danken	0
22738	hab	0
22739	ich	0
22740	kein	0
22741	Ursach	0
22742	,	0
22743	«	0
22744	sagte	0
22745	Christoph	0
22746	.	0
22747	»	0
22748	Im	0
22749	übrigen	0
22750	,	0
22751	–	0
22752	was	0
22753	geht's	0
22754	dich	0
22755	an	0
22756	?	0
22757	meine	0
22758	Niftel	0
22759	sieht	0
22760	unter	0
22761	meinem	0
22762	Schutz	0
22763	,	0
22764	nicht	0
22765	unter	0
22766	dem	0
22767	deinigen	0
22768	.	0
22769	«	0
22770	Seine	0
22771	Stimme	0
22772	bebte	0
22773	dabei	0
22774	leise	0
22775	,	0
22776	denn	0
22777	nun	0
22778	er	0
22779	Hammichels	0
22780	Quelle	0
22781	kannte	0
22782	,	0
22783	begriff	0
22784	er	0
22785	sofort	0
22786	den	0
22787	vollen	0
22788	Ernst	0
22789	der	0
22790	Lage	0
22791	für	0
22792	sich	0
22793	selbst	0
22794	sowohl	0
22795	wie	0
22796	für	0
22797	Trudi	0
22798	.	0
22799	Hammichel	0
22800	war	0
22801	das	0
22802	Erschrecken	0
22803	des	0
22804	ihm	0
22805	Gegenüberstehenden	0
22806	nicht	0
22807	entgangen	0
22808	.	0
22809	»	0
22810	Bürgermeister	0
22811	,	0
22812	was	0
22813	gebt	0
22814	Ihr	0
22815	mir	0
22816	,	0
22817	wenn	0
22818	ich	0
22819	schweige	0
22820	?	0
22821	«	0
22822	fragte	0
22823	er	0
22824	mit	0
22825	heimlicher	0
22826	Schadenfreude	0
22827	.	0
22828	»	0
22829	Scher	0
22830	dich	0
22831	zum	0
22832	Teufel	0
22833	und	0
22834	drück	0
22835	ihm	0
22836	ab	0
22837	,	0
22838	was	0
22839	du	0
22840	kannst	0
22841	!	0
22842	von	0
22843	mir	0
22844	kriegst	0
22845	du	0
22846	nichts	0
22847	,	0
22848	«	0
22849	erwiderte	0
22850	Christoph	0
22851	in	0
22852	aufwallendem	0
22853	Zorn	0
22854	und	0
22855	kehrte	0
22856	dem	0
22857	alten	0
22858	Schuft	0
22859	den	0
22860	Rücken	0
22861	.	0
22862	»	0
22863	Überlegt's	0
22864	Euch	0
22865	noch	0
22866	einmal	0
22867	,	0
22868	«	0
22869	krähte	0
22870	ihm	0
22871	Hammichel	0
22872	nach	0
22873	,	0
22874	»	0
22875	und	0
22876	bedenket	0
22877	wohl	0
22878	:	0
22879	ich	0
22880	weiß	0
22881	,	0
22882	daß	0
22883	Eure	0
22884	Niftel	0
22885	eine	0
22886	Fremde	0
22887	,	0
22888	eine	0
22889	Würzburgische	0
22890	ist	0
22891	,	0
22892	und	0
22893	wenn	0
22894	ich	0
22895	das	0
22896	dem	0
22897	Hühnerfaut	0
22898	verrate	0
22899	,	0
22900	–	0
22901	«	0
22902	Aber	0
22903	Christoph	0
22904	Armbruster	0
22905	hörte	0
22906	nicht	0
22907	mehr	0
22908	auf	0
22909	ihn	0
22910	,	0
22911	sondern	0
22912	schritt	0
22913	seines	0
22914	Weges	0
22915	fürbaß	0
22916	.	0
22917	Er	0
22918	stieg	0
22919	einen	0
22920	Hügel	0
22921	hinan	0
22922	in	0
22923	der	0
22924	Hoffnung	0
22925	,	0
22926	mit	0
22927	der	0
22928	freien	0
22929	Umschau	0
22930	dort	0
22931	oben	0
22932	zugleich	0
22933	Klarheit	0
22934	über	0
22935	das	0
22936	zu	0
22937	gewinnen	0
22938	,	0
22939	was	0
22940	jetzt	0
22941	noch	0
22942	nebelhaft	0
22943	und	0
22944	verworren	0
22945	vor	0
22946	seinem	0
22947	von	0
22948	Angst	0
22949	getrübten	0
22950	Blicke	0
22951	schwebte	0
22952	.	0
22953	Er	0
22954	bemühte	0
22955	sich	0
22956	,	0
22957	seine	0
22958	zerstreuten	0
22959	Gedanken	0
22960	zu	0
22961	sammeln	0
22962	und	0
22963	entsann	0
22964	sich	0
22965	nun	0
22966	,	0
22967	daß	0
22968	sein	0
22969	Vater	0
22970	öfter	0
22971	von	0
22972	dem	0
22973	Wildfangrecht	0
22974	als	0
22975	von	0
22976	etwas	0
22977	Schmachvollem	0
22978	gesprochen	0
22979	hatte	0
22980	,	0
22981	weil	0
22982	es	0
22983	die	0
22984	davon	0
22985	Betroffenen	0
22986	in	0
22987	ein	0
22988	abhängiges	0
22989	,	0
22990	erniedrigendes	0
22991	Verhältnis	0
22992	zu	0
22993	dem	0
22994	Pfalzgrafen	0
22995	oder	0
22996	einem	0
22997	seiner	0
22998	adligen	0
22999	Vögte	0
23000	brachte	0
23001	.	0
23002	Während	0
23003	des	0
23004	Dreißigjährigen	0
23005	Krieges	0
23006	,	0
23007	den	0
23008	Christoph	0
23009	ja	0
23010	von	0
23011	Anfang	0
23012	bis	0
23013	zu	0
23014	Ende	0
23015	mit	0
23016	durchlebt	0
23017	hatte	0
23018	,	0
23019	und	0
23020	auch	0
23021	in	0
23022	der	0
23023	darauf	0
23024	folgenden	0
23025	Zeit	0
23026	bis	0
23027	heute	0
23028	war	0
23029	aber	0
23030	von	0
23031	diesem	0
23032	Recht	0
23033	oder	0
23034	Unrecht	0
23035	nie	0
23036	mehr	0
23037	die	0
23038	Rede	0
23039	gewesen	0
23040	;	0
23041	es	0
23042	schien	0
23043	also	0
23044	nicht	0
23045	mehr	0
23046	ausgeübt	0
23047	zu	0
23048	werden	0
23049	und	0
23050	eingeschlafen	0
23051	zu	0
23052	sein	0
23053	.	0
23054	Wenn	0
23055	nun	0
23056	,	0
23057	wie	0
23058	er	0
23059	von	0
23060	Hammichels	0
23061	Meldung	0
23062	vermuten	0
23063	mußte	0
23064	,	0
23065	an	0
23066	die	0
23067	pfalzgräflichen	0
23068	Kanzleien	0
23069	der	0
23070	Befehl	0
23071	ergangen	0
23072	war	0
23073	,	0
23074	es	0
23075	wieder	0
23076	in	0
23077	Anwendung	0
23078	zu	0
23079	bringen	0
23080	,	0
23081	so	0
23082	fiel	0
23083	ihm	0
23084	auch	0
23085	die	0
23086	zum	0
23087	Opfer	0
23088	,	0
23089	die	0
23090	aus	0
23091	ihrer	0
23092	Würzburger	0
23093	Heimat	0
23094	geflohen	0
23095	war	0
23096	,	0
23097	um	0
23098	hier	0
23099	unter	0
23100	seinem	0
23101	Dache	0
23102	Frieden	0
23103	und	0
23104	Erlösung	0
23105	von	0
23106	einem	0
23107	unerträglichen	0
23108	Joche	0
23109	zu	0
23110	suchen	0
23111	.	0
23112	Obervogt	0
23113	der	0
23114	Vorderpfalz	0
23115	war	0
23116	sein	0
23117	Jugendfreund	0
23118	Dietrich	0
23119	von	0
23120	Remchingen	0
23121	,	0
23122	der	0
23123	ihm	0
23124	zu	0
23125	Liebe	0
23126	gewiß	0
23127	jede	0
23128	Rücksicht	0
23129	walten	0
23130	lassen	0
23131	würde	0
23132	,	0
23133	die	0
23134	in	0
23135	seiner	0
23136	Macht	0
23137	stand	0
23138	.	0
23139	Allein	0
23140	auch	0
23141	der	0
23142	Obervogt	0
23143	war	0
23144	Untergebener	0
23145	des	0
23146	Landesherrn	0
23147	,	0
23148	dessen	0
23149	Anordnungen	0
23150	er	0
23151	unweigerlich	0
23152	zu	0
23153	gehorchen	0
23154	hatte	0
23155	.	0
23156	Die	0
23157	arme	0
23158	Trudi	0
23159	!	0
23160	hörig	0
23161	und	0
23162	leibeigen	0
23163	müßte	0
23164	sie	0
23165	werden	0
23166	,	0
23167	hatte	0
23168	Hammichel	0
23169	gesagt	0
23170	,	0
23171	und	0
23172	der	0
23173	hämische	0
23174	Ränkeschmied	0
23175	schien	0
23176	von	0
23177	seinem	0
23178	Gewährsmann	0
23179	gut	0
23180	unterrichtet	0
23181	zu	0
23182	sein	0
23183	,	0
23184	jedenfalls	0
23185	besser	0
23186	als	0
23187	Christoph	0
23188	selber	0
23189	es	0
23190	war	0
23191	,	0
23192	der	0
23193	kaum	0
23194	wußte	0
23195	,	0
23196	um	0
23197	was	0
23198	es	0
23199	sich	0
23200	in	0
23201	diesem	0
23202	freiheitraubenden	0
23203	Gesetz	0
23204	eigentlich	0
23205	handelte	0
23206	.	0
23207	Sollte	0
23208	er	0
23209	zum	0
23210	Reichsfreiherrn	0
23211	auf	0
23212	die	0
23213	Wachtenburg	0
23214	gehen	0
23215	,	0
23216	sich	0
23217	von	0
23218	ihm	0
23219	Rat	0
23220	und	0
23221	Trost	0
23222	zu	0
23223	holend	0
23224	Nein	0
23225	!	0
23226	sobald	0
23227	Dietrich	0
23228	,	0
23229	dem	0
23230	ja	0
23231	die	0
23232	Anwesenheit	0
23233	Trudis	0
23234	bekannt	0
23235	war	0
23236	,	0
23237	etwas	0
23238	von	0
23239	der	0
23240	Sache	0
23241	erführe	0
23242	,	0
23243	würde	0
23244	er	0
23245	aus	0
23246	eignem	0
23247	Antrieb	0
23248	zu	0
23249	ihm	0
23250	auf	0
23251	den	0
23252	Abtshof	0
23253	kommen	0
23254	und	0
23255	ihn	0
23256	warnen	0
23257	.	0
23258	Aber	0
23259	da	0
23260	fiel	0
23261	ihm	0
23262	ein	0
23263	anderer	0
23264	ein	0
23265	,	0
23266	der	0
23267	ihm	0
23268	sicher	0
23269	die	0
23270	beste	0
23271	Auskunft	0
23272	geben	0
23273	konnte	0
23274	und	0
23275	mit	0
23276	dem	0
23277	er	0
23278	auch	0
23279	seit	0
23280	langen	0
23281	Jahren	0
23282	befreundet	0
23283	war	0
23284	.	0
23285	Das	0
23286	war	0
23287	der	0
23288	Schultheiß	0
23289	Gottfried	0
23290	Bofinger	0
23291	,	0
23292	ein	0
23293	allgemein	0
23294	hochgeachteter	0
23295	,	0
23296	in	0
23297	allen	0
23298	Gesetzauslegungen	0
23299	erfahrener	0
23300	Mann	0
23301	und	0
23302	ein	0
23303	gut	0
23304	Teil	0
23305	älter	0
23306	als	0
23307	er	0
23308	,	0
23309	mithin	0
23310	auch	0
23311	reicher	0
23312	an	0
23313	Erinnerungen	0
23314	.	0
23315	Augenblicks	0
23316	kehrte	0
23317	er	0
23318	um	0
23319	und	0
23320	begab	0
23321	sich	0
23322	zum	0
23323	Hause	0
23324	des	0
23325	Schultheißen	0
23326	.	0
23327	Der	0
23328	würdige	0
23329	alte	0
23330	Herr	0
23331	,	0
23332	der	0
23333	still	0
23334	zurückgezogen	0
23335	in	0
23336	seinen	0
23337	vier	0
23338	Pfählen	0
23339	lebte	0
23340	,	0
23341	empfing	0
23342	den	0
23343	seltenen	0
23344	Besuch	0
23345	sehr	0
23346	freundlich	0
23347	und	0
23348	sah	0
23349	ihm	0
23350	sofort	0
23351	an	0
23352	,	0
23353	daß	0
23354	ihn	0
23355	etwas	0
23356	ganz	0
23357	Außerordentliches	0
23358	hergeführt	0
23359	haben	0
23360	mußte	0
23361	.	0
23362	»	0
23363	Ihr	0
23364	habt	0
23365	eine	0
23366	cura	0
23367	maxima	0
23368	,	0
23369	Bürgermeister	0
23370	,	0
23371	«	0
23372	begann	0
23373	er	0
23374	,	0
23375	nachdem	0
23376	beide	0
23377	Platz	0
23378	genommen	0
23379	hatten	0
23380	,	0
23381	»	0
23382	sprecht	0
23383	Euch	0
23384	aus	0
23385	und	0
23386	verschweigt	0
23387	mir	0
23388	nichts	0
23389	von	0
23390	dem	0
23391	,	0
23392	was	0
23393	Euch	0
23394	beschwert	0
23395	.	0
23396	«	0
23397	»	0
23398	Habt	0
23399	recht	0
23400	geraten	0
23401	,	0
23402	Schultheiß	0
23403	;	0
23404	es	0
23405	ist	0
23406	keine	0
23407	Kleinigkeit	0
23408	,	0
23409	derentwegen	0
23410	ich	0
23411	zu	0
23412	Euch	0
23413	komme	0
23414	,	0
23415	«	0
23416	erwiderte	0
23417	Christoph	0
23418	und	0
23419	offenbarte	0
23420	dem	0
23421	Rechtsgelehrten	0
23422	klärlich	0
23423	seine	0
23424	Befürchtungen	0
23425	um	0
23426	Trudis	0
23427	Zukunft	0
23428	.	0
23429	Gottfried	0
23430	Bofinger	0
23431	wiegte	0
23432	sein	0
23433	schlohweißes	0
23434	Haupt	0
23435	und	0
23436	sprach	0
23437	:	0
23438	»	0
23439	Das	0
23440	Wildfangrecht	0
23441	,	0
23442	Christoph	0
23443	,	0
23444	ist	0
23445	eine	0
23446	der	0
23447	malerischsten	0
23448	institutiones	0
23449	des	0
23450	Heiligen	0
23451	Römischen	0
23452	Reiches	0
23453	Deutscher	0
23454	Nation	0
23455	.	0
23456	Generaliter	0
23457	ist	0
23458	mir's	0
23459	wohl	0
23460	bekannt	0
23461	von	0
23462	der	0
23463	Zeit	0
23464	her	0
23465	,	0
23466	da	0
23467	ich	0
23468	vorübergehend	0
23469	Sekretarius	0
23470	beim	0
23471	Reichskammergericht	0
23472	in	0
23473	Speyer	0
23474	war	0
23475	,	0
23476	aber	0
23477	in	0
23478	specie	0
23479	bin	0
23480	ich	0
23481	nicht	0
23482	mehr	0
23483	genau	0
23484	informiert	0
23485	.	0
23486	Wollen	0
23487	mal	0
23488	die	0
23489	acta	0
23490	reposita	0
23491	meines	0
23492	Amtsvorgängers	0
23493	nachschlagen	0
23494	und	0
23495	sehen	0
23496	,	0
23497	was	0
23498	in	0
23499	denen	0
23500	Traktaten	0
23501	darüber	0
23502	geschrieben	0
23503	steht	0
23504	.	0
23505	«	0
23506	Er	0
23507	nahm	0
23508	aus	0
23509	einem	0
23510	hohen	0
23511	Gestell	0
23512	an	0
23513	der	0
23514	Wand	0
23515	einen	0
23516	tief	0
23517	unten	0
23518	liegenden	0
23519	Stoß	0
23520	vergilbter	0
23521	Papiere	0
23522	und	0
23523	blätterte	0
23524	darin	0
23525	,	0
23526	bis	0
23527	er	0
23528	das	0
23529	gesuchte	0
23530	Aktenstück	0
23531	fand	0
23532	,	0
23533	das	0
23534	er	0
23535	flüchtig	0
23536	durchlas	0
23537	.	0
23538	»	0
23539	Es	0
23540	ist	0
23541	so	0
23542	,	0
23543	wie	0
23544	ich	0
23545	dachte	0
23546	,	0
23547	«	0
23548	sprach	0
23549	er	0
23550	dann	0
23551	.	0
23552	»	0
23553	Ich	0
23554	wollte	0
23555	nur	0
23556	meinem	0
23557	Gedächtnis	0
23558	zuhilfe	0
23559	kommen	0
23560	,	0
23561	damit	0
23562	ich	0
23563	Euch	0
23564	nichts	0
23565	Falsches	0
23566	sage	0
23567	.	0
23568	Also	0
23569	merket	0
23570	auf	0
23571	,	0
23572	was	0
23573	ich	0
23574	Euch	0
23575	in	0
23576	Kürze	0
23577	darüber	0
23578	zu	0
23579	notifizieren	0
23580	habe	0
23581	.	0
23582	Das	0
23583	Wildfangrecht	0
23584	ist	0
23585	ein	0
23586	altes	0
23587	regale	0
23588	des	0
23589	Kaisers	0
23590	,	0
23591	das	0
23592	schon	0
23593	unter	0
23594	König	0
23595	Wenzel	0
23596	und	0
23597	dann	0
23598	wieder	0
23599	in	0
23600	einem	0
23601	Diplom	0
23602	Maximilians	0
23603	des	0
23604	Ersten	0
23605	erwähnt	0
23606	wird	0
23607	.	0
23608	Es	0
23609	verleiht	0
23610	dem	0
23611	Reichsvikarius	0
23612	,	0
23613	Pfalzgrafen	0
23614	bei	0
23615	Rhein	0
23616	,	0
23617	ein	0
23618	auch	0
23619	kleineren	0
23620	Dynasten	0
23621	übertragbares	0
23622	beneficium	0
23623	und	0
23624	beruht	0
23625	auf	0
23626	folgendem	0
23627	principio	0
23628	.	0
23629	Wenn	0
23630	jemand	0
23631	aus	0
23632	einem	0
23633	Lande	0
23634	,	0
23635	einem	0
23636	weltlichen	0
23637	oder	0
23638	geistlichen	0
23639	Fürstentum	0
23640	,	0
23641	in	0
23642	ein	0
23643	anderes	0
23644	übersiedelt	0
23645	und	0
23646	dort	0
23647	ein	0
23648	Jahr	0
23649	und	0
23650	einen	0
23651	Tag	0
23652	lang	0
23653	bleibt	0
23654	,	0
23655	so	0
23656	fällt	0
23657	er	0
23658	in	0
23659	Hörigkeit	0
23660	und	0
23661	Leibeigenschaft	0
23662	des	0
23663	Landesherrn	0
23664	,	0
23665	und	0
23666	ein	0
23667	Loskauf	0
23668	mit	0
23669	Geld	0
23670	oder	0
23671	naturalibus	0
23672	ist	0
23673	unstatthaft	0
23674	.	0
23675	Nur	0
23676	edel	0
23677	oder	0
23678	gänzlich	0
23679	frei	0
23680	Geborene	0
23681	sind	0
23682	davon	0
23683	ausgenommen	0
23684	.	0
23685	Ein	0
23686	solchergestalt	0
23687	untertan	0
23688	gewordenes	0
23689	individuum	0
23690	,	0
23691	sei	0
23692	es	0
23693	Mann	0
23694	oder	0
23695	Weib	0
23696	,	0
23697	nennt	0
23698	man	0
23699	einen	0
23700	Wildfang	0
23701	.	0
23702	Der	0
23703	Hühner-	0
23704	oder	0
23705	Außenfaut	0
23706	nimmt	0
23707	ihn	0
23708	im	0
23709	Namen	0
23710	seines	0
23711	Herrn	0
23712	in	0
23713	Besitz	0
23714	und	0
23715	zieht	0
23716	von	0
23717	ihm	0
23718	den	0
23719	Fahegulden	0
23720	ein	0
23721	.	0
23722	Doch	0
23723	kann	0
23724	der	0
23725	,	0
23726	aus	0
23727	dessen	0
23728	Gebiet	0
23729	er	0
23730	entwichen	0
23731	ist	0
23732	,	0
23733	der	0
23734	sogenannte	0
23735	nachjagende	0
23736	Herr	0
23737	,	0
23738	den	0
23739	Wildfang	0
23740	zurückfordern	0
23741	,	0
23742	und	0
23743	dieser	0
23744	muß	0
23745	ihm	0
23746	dann	0
23747	stricte	0
23748	ausgeliefert	0
23749	werden	0
23750	.	0
23751	Dabei	0
23752	körperliche	0
23753	Gewalt	0
23754	gegen	0
23755	ihn	0
23756	zu	0
23757	gebrauchen	0
23758	ist	0
23759	aber	0
23760	ohne	0
23761	Genehmigung	0
23762	des	0
23763	Landesfürsten	0
23764	streng	0
23765	verpönt	0
23766	,	0
23767	übrigens	0
23768	eine	0
23769	wertlose	0
23770	papierne	0
23771	Klausel	0
23772	,	0
23773	denn	0
23774	diese	0
23775	Genehmigung	0
23776	ist	0
23777	auf	0
23778	Verlangen	0
23779	des	0
23780	Nachjagenden	0
23781	immer	0
23782	erteilt	0
23783	worden	0
23784	.	0
23785	«	0
23786	»	0
23787	Also	0
23788	wäre	0
23789	meine	0
23790	Niftel	0
23791	dem	0
23792	Wildfangrecht	0
23793	rettungslos	0
23794	verfallen	0
23795	,	0
23796	sobald	0
23797	sie	0
23798	ein	0
23799	Jahr	0
23800	lang	0
23801	hier	0
23802	ist	0
23803	?	0
23804	«	0
23805	fragte	0
23806	Christoph	0
23807	.	0
23808	»	0
23809	Unzweifelhaft	0
23810	.	0
23811	Seit	0
23812	wann	0
23813	ist	0
23814	sie	0
23815	denn	0
23816	bei	0
23817	Euch	0
23818	?	0
23819	«	0
23820	»	0
23821	Seit	0
23822	dem	0
23823	Tage	0
23824	vor	0
23825	Kreuz-Erhöhung	0
23826	.	0
23827	«	0
23828	»	0
23829	Nun	0
23830	,	0
23831	da	0
23832	habt	0
23833	Ihr	0
23834	ja	0
23835	noch	0
23836	fast	0
23837	fünf	0
23838	Monate	0
23839	Zeit	0
23840	bis	0
23841	zur	0
23842	Entscheidung	0
23843	.	0
23844	Aber	0
23845	noch	0
23846	eins	0
23847	muß	0
23848	ich	0
23849	Euch	0
23850	mitteilen	0
23851	,	0
23852	«	0
23853	fuhr	0
23854	der	0
23855	Schultheiß	0
23856	fort	0
23857	,	0
23858	»	0
23859	etwas	0
23860	,	0
23861	das	0
23862	zwar	0
23863	nicht	0
23864	hier	0
