ID_general;fullname;gender;possible_identity_with;possible_identity_with_names;members;members_names;specialcase;borderline;comment_entity;ID_chapter_1;ID_chapter_2;ID_chapter_3;ID_chapter_4;ID_chapter_5;ID_chapter_6_part1;ID_chapter_6_part2;ID_chapter_7;ID_chapter_8;ID_chapter_9;ID_chapter_10_part1;ID_chapter_10_part2;ID_chapter_11;ID_chapter_12;ID_chapter_13;ID_chapter_14;ID_chapter_15;ID_chapter_16;ID_chapter_17;ID_chapter_18;ID_chapter_19;ID_chapter_20;ID_chapter_21;ID_chapter_22;ID_chapter_23
entity_0205;Achill;m;;;;;;;;;;;;;Achill;;;;;;;;;;;;;;;;;;;
entity_0206;Verfasser des Theaterzettels;u;;;;;;;;;;;;;Verfasser des Theaterzettels;;;;;;;;;;;;;;;;;;;
entity_0207;Nornen;f;;;x;x;group;;;;;;;;Nornen;;;;;;;;;;;;;;;;;;;
entity_0208;junge Ladies die ins Theater kommen;f;;;x;x;group, nonfact;;;;;;;;junge Ladies die ins Theater kommen;;;;;;;;;;;;;;;;;;;
entity_0209;Magnolia;f;;;;;;;;;;;;;Magnolia;Magnolia;;;;;;;;;;;;;;;;;;
entity_0210;Junker Tobias Sproul;m;;;;;;;;;;;;;Junker Tobias Sproul;Junker Tobias Sproul;;;;;;;;;;;;;;;;;;
entity_0211;einfältige Blaunasen in Theaterstücken;u;;;entity_0195, x;Jonathan Hodge, x;group;;;;;;;;einfältige Blaunasen in Theaterstücken;;;;;;;;;;;;;;;;;;;
entity_0212;Kapitän Ebenezer Drivvle;m;;;;;;;;;;;;;Kapitän Ebenezer Drivvle;Kapitän Ebenezer Drivvle;;;;Kapitän Ebenezer Drivvle;;;;;;;;;;;;;;
entity_0213;Dienende bei Staunton;u;;;entity_0079, entity_0080, x;Jack, Hariet, x;group;;;;;;;;Dienende bei Staunton;;;;;;;;;;;;;;;;;;;
entity_0214;Chiron;m;;;;;;;;;;;;;Chiron;;;;;;;;;;;;;;;;;;;
entity_0215;Bromme;m;;;;;;;;;;;;;Bromme;;;;;;;;;;;;;;;;;;;
entity_0216;Byron;m;;;;;;;;;;;;;Byron;;;Byron;;;Byron;;;;;Byron;;;;;;;Byron;
entity_0217;Dame im Wagen;f;;;;;;;;;;;;;Dame im Wagen;;;;;;;;;;;;;;;;;;;
entity_0218;Andre Reiseschriftsteller;m;;;x;x;group;;;;;;;;Andre Reiseschriftsteller;;;;;;;;;;;;;;;;;;;
entity_0219;Angehörige des Indianerstammes im Theaterstück;u;;;x;x;group;;;;;;;;Angehörige des Indianerstammes im Theaterstück;Angehörige des Indianerstammes im Theaterstück;;;;;;;;;;;;;;;;;;
entity_0220;Advocaten;m;;;x;x;group;;;;;;;;Advocaten;;;;;;;;;;;;;;;;;;;
entity_0221;Benjamin Ridge;m;;;;;;;;;;;;;Benjamin Ridge;Benjamin Ridge;;;;;;;;;;;;;;;;;;
entity_0222;Geschworene;m;;;x;x;group;;;;;;;;Geschworene;;;;;;;;;;;;;;;;;;;
entity_0223;Neworkerinnen;f;;;x;x;group;;;;;;;;Neworkerinnen;;;;;;;;;;;;;;;;;;;
entity_0224;Mörder im Theaterstück;m;;;x;x;group;;;;;;;;Mörder im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0225;Mrs. Drake Hariet Store;f;;;;;;;;;;;;;Mrs. Drake Hariet Store;;;;;;;;;;;;;;;;;;;
entity_0226;Mr. Fletcher;m;;;;;;;;;;;;;Mr. Fletcher;;;;;;;;;;;;;;;;;;;
entity_0227;Moorfelds Banquier;m;;;;;;;;;;;;;Moorfelds Banquier;;;;;Moorfelds Banquier;;;;;;;;;;;;;;
entity_0228;Midshippman im Theaterstück;m;;;;;;;;;;;;;Midshippman im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0229;Mr. Blackely;m;;;;;;;;;;;;;Mr. Blackely;Mr. Blackely;;;;;;;;;;;;;;;;;;
entity_0230;Matrosen im Theaterstück;m;;;x;x;group;;;;;;;;Matrosen im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0231;Indianerhäuptling im Theaterstück;m;;;;;;;;;;;;;Indianerhäuptling im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0232;Indianer im Theaterstück;u;;;x;x;group;;;;;;;;Indianer im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0233;Kaufleute New Yorks;u;;;x;x;group;;;;;;;;Kaufleute New Yorks;;;;;;;;;;;;;;;;;;;
entity_0234;Gerke;m;;;;;;;;;;;;;Gerke;;;;;;;;;;;;;;;;;;;
entity_0235;Geistlicher im Theaterstück;m;;;;;;;;;;;;;Geistlicher im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0236;Freunde Rückerts;u;;;x;x;group;;;;;;;;Freunde Rückerts;;;;;;;;;;;;;;;;;;;
entity_0237;Duden;m;;;;;;;;;;;;;Duden;;;;;;;Duden;;;;;;;;;;;;
entity_0238;Einheimische in New York;u;;;x;x;group;;;;;;;;Einheimische in New York;;;;;;;;;;;;;;;;;;;
entity_0239;Racknitz;m;;;;;;;;;;;;;Racknitz;;;;;;;;;;;;;;;;;;;
entity_0240;Publikum;u;;;x;x;group;;;;;;;;Publikum;;;;;;;;;;;;;;;;;;;
entity_0241;Walter Scott;m;;;;;;;;;;;;;Walter Scott;;;;;Walter Scott;;;;;;;;;;;;;;
entity_0242;Volk im Theaterstück;u;;;x;x;group;;;;;;;;Volk im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0243;Verkäufer;m;;;x;x;group;;;;;;;;Verkäufer;;;;;;;;;;;;;;;;;;;
entity_0244;Sclaven im Theaterstück;m;;;x;x;group;;;;;;;;Sclaven im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0245;Stummer im Theaterstück;u;;;;;;;;;;;;;Stummer im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0246;Staatsbeamte;m;;;x;x;group;;;;;;;;Staatsbeamte;;;;;;;;;;;;;;;;;;;
entity_0247;Scherpf;m;;;;;;;;;;;;;Scherpf;;;;;;;;;;;;;;;;;;;
entity_0248;Sclavinnen im Theaterstück;f;;;x;x;group;;;;;;;;Sclavinnen im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0249;Personen im Gerichtssaal;u;;;x;x;group;;;;;;;;Personen im Gerichtssaal;;;;;;;;;;;;;;;;;;;
entity_0250;Reisegenossen Rückerts;u;;;x;x;group;;;;;;;;Reisegenossen Rückerts;;;;;;;;;;;;;;;;;;;
entity_0251;Würdenträger;m;;;x;x;group;;;;;;;;Würdenträger;;;;;;;;;;;;;;;;;;;
entity_0252;beste Italienische Künstler;m;;;x;x;group;;;;;;;;beste Italienische Künstler;;;;;;;;;;;;;;;;;;;
entity_0253;altes blindes Weib im Theaterstück;f;;;;;;;;;;;;;altes blindes Weib im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0254;Zimmerleute;u;;;x;x;group;;;;;;;;Zimmerleute;;;;;;;;;;;;;;;;;;;
entity_0255;römische Kindermädchen;f;;;x;x;group;;;;;;;;römische Kindermädchen;;;;;;;;;;;;;;;;;;;
entity_0256;geringere Beamte;u;;;x;x;group;;;;;;;;geringere Beamte;;;;;;;;;;;;;;;;;;;
entity_0257;sehr wenige deutsche Auswanderer;u;;;;;;;;;;;;;sehr wenige deutsche Auswanderer;;;;;;;;;;;;;;;;;;;
entity_0258;zwei harthörige Deputirte im Theaterstück;m;;;x;x;group;;;;;;;;zwei harthörige Deputirte im Theaterstück;;;;;;;;;;;;;;;;;;;
entity_0259;Lord Arthur Ormond;m;;;;;;;;;;;;;;Lord Arthur Ormond;;;;Lord Ormond;Lord Ormond;;;;;;;;;;;;Lord Ormond;
entitiy_0259a;Ansiedler im Theaterstück;u;;;x;x;group;;;;;;;;;Ansiedler im Theaterstück;;;;;;;;;;;;;;;;;;
entity_0260;ParterrePublikum;m;;;entity_0277, entity_0268, entity_0294, entity_0271, entity_0005, x;Lehrlinge, Straßenjungen, Zeitungsausträger, Hoby, Kameraden, x;group;;;;;;;;;ParterrePublikum;;;;;;;;;;;;;;;;;;
entity_0261;Am Schlusskampf im Theaterstück Beteiligte;m;;;entity_0270, entity_0219, entity_0221, entity_0212, entity_0190, entity_0189, x;Alabamer Landmiliz, Angehörige des Indianerstammes im Theaterstück, Benjamin Ridge, Kapitän Ebenezer Drivvle, Black Hamk, Andrew Jackson Dewis, x;group;;;;;;;;;Am Schlusskampf im Theaterstück Beteiligte;;;;;;;;;;;;;;;;;;
entity_0262;Negertrupp;u;;;x;x;group;;;;;;;;;Negertrupp;;;;;;;;;;;;;;;;;;
entity_0263;alle Sklaven;u;;;x;x;group;;;;;;;;;alle Sklaven;;;;;;;;;;;;;;;;;;
entity_0264;Damen des Stücks;f;;;entity_0187, entity_0209, x;Jane Norwood, Magnolia, x;group;;;;;;;;;Damen des Stücks;;;;;;;;;;;;;;;;;;
entity_0265;Damen ohne Herrenbegleitung;f;;;x;x;group;;;;;;;;;Damen ohne Herrenbegleitung;;;;;;;;;;;;;;;;;;
entity_0266;kämpfende Gruppen;m;;;x;x;group;;;;;;;;;kämpfende Gruppen;;;;;;;;;;;;;;;;;;
entity_0267;Sklavenhändler;m;;;x;x;group;;;;;;;;;Sklavenhändler;;;;;;;;;;;;;;;;;;
entity_0268;Straßenjungen;m;;;x;x;group;;;;;;;;;Straßenjungen;;;;;;;;;;;;;;;;;;
entity_0269;zahlreiche Komparsen;m;;;x;x;group;;;;;;;;;zahlreiche Komparsen;;;;;;;;;;;;;;;;;;
entity_0270;Alabamer Landmiliz;m;;;x;x;group;;;;;;;;;Alabamer Landmiliz;;;;;;;;;;;;;;;;;;
entity_0271;Kameraden;m;;;x;x;group;;;;;;;;;Kameraden;;;;;;;;;;;;;;;;;;
entity_0272;Jim Crow;m;;;;;;;;;;;;;;Jim Crow;;;;;;;;;;;;;;;;;;
entity_0273;Herren ohne Damenbegleitung;m;;;x;x;group;;;;;;;;;Herren ohne Damenbegleitung;;;;;;;;;;;;;;;;;;
entity_0274;Dichter des Theaterstücks;m;;;;;;;;;;;;;;Dichter des Theaterstücks;;;;;;;;;;;;;;;;;;
entity_0275;Newsboys;m;;;x;x;group;;;;;;;;;Newsboys;;;;;;;;;;;;;;;;;;
entity_0276;Orchester;m;;;entity_0284, x;Deutsche Orchestermusiker, x;group;;;;;;;;;Orchester;;;;;;;;;;;;;;;;;;
entity_0277;Lehrlinge;m;;;x;x;group;;;;;;;;;Lehrlinge;;;;;;;;;;;;;;;;;;
entity_0278;hundert Menschen;u;;;x;x;group;;;;;;;;;hundert Menschen;;;;;;;;;;;;;;;;;;
entity_0279;Schiffspersonal;u;;;x;x;group;;;;;;;;;Schiffspersonal;;;;;;;;;;;;;;;;;;
entity_0280;Andrews Mörder;m;;;x;x;group;;;;;;;;;Andrews Mörder;;;;;;;;;;;;;;;;;;
entity_0281;Menschen auf Sklavenmarkt;u;;;x;x;group;;;;;;;;;Menschen auf Sklavenmarkt;;;;;;;;;;;;;;;;;;
entity_0282;Kassierer;u;;;;;;;;;;;;;;Kassierer;;;;;;;;;;;;;;;;;;
entity_0283;Herrenbegleitung;m;;;x;x;group, nonfact;;;;;;;;;Herrenbegleitung;;;;;;;;;;;;;;;;;;
entity_0284;Deutsche Orchestermusiker;m;;;x;x;group;;;;;;;;;Deutsche Orchestermusiker;;;;;;;;;;;;;;;;;;
entity_0285;Familie;u;;;x;x;group;;;;;;;;;Familie;;;;;;;;;;;;;;;;;;
entity_0286;Damenbegleitung;f;;;x;x;group, nonfact;;;;;;;;;Damenbegleitung;;;;;;;;;;;;;;;;;;
entity_0287;Kemble;m;;;;;;;;;;;;;;Kemble;;;;;;;;;;;;;;;;;;
entity_0288;Percy;m;;;;;;;;;;;;;;Percy;;;;;;;;;;;;;;;;;;
entity_0289;Newyorker Rowdies;m;;;x;x;group;;;;;;;;;Newyorker Rowdies;;;;;;;;;;;;;;;;;;
entity_0290;Talma;m;;;;;;;;;;;;;;Talma;;;;;;;;;;;;;;;;;;
entity_0291;StageKutscher;m;;;;;;;;;;;;;;StageKutscher;;;;;;;;;;;;;;;;;;
entity_0292;Rohe;m;;;;;;;;;;;;;;Rohe;;;;;;;;;;;;;;;;;;
entity_0294;Zeitungsausträger;m;;;x;x;group;;;;;;;;;Zeitungsausträger;;;;;;;;;;;;;;;;;;
entity_0295;potentielle Herrschaft von Jane Norwood;u;;;;;nonfact;;;;;;;;;potentielle Herrschaft von Jane Norwood;;;;;;;;;;;;;;;;;;
entity_0296;potentielles Kammermädchen;f;;;;;nonfact;;;;;;;;;potentielles Kammermädchen;;;;;;;;;;;;;;;;;;
entity_0297;zur Trinkstube gehende Personen;u;;;x;x;group;;;;;;;;;zur Trinkstube gehende Personen;;;;;;;;;;;;;;;;;;
entity_0298;Gäste im grünen Baum;m;;;entity_0367, entity_0363, x;Handwerker im grünen Baum, Geschäftsleute im grünen Baum, x;group;;;;;;;;;;Gäste;Gäste des grünen Baums;;;;;;;;;;;;;;;;
entity_0299;Herr Henning;m;;;;;;;;;;;;;;;Henning;;;;;;;;;;;;;Herr Henning;;;;verfolgter Mann
entity_0300;Herr Sallmann;m;;;;;;;;;;;;;;;Sallmann;Sallmann;Sallmann;;;;;;;;;;;;;;;
entity_0301;Frau Appendage;f;;;;;;;;;;;;;;;Frau Appendage;;;;;;;;;;;;;Frau Appendage;;;;
entity_0302;Herr Poll;m;;;;;;;;;;;;;;;Herr Poll;;;;;;;;;Apotheker Poll;Poll;;;;;;;
entity_0303;Schreiner;m;;;;;;;;;;;;;;;Schreiner;;;;;;;;;;;;;pfälzischer Schreiner;;;;
entity_0304;Herr Bertling;m;;;;;;;;;;;;;;;Herr Bertling;;;;;;;;;;;;;;;;;
entity_0305;Schneider Herr Eckerlein;m;;;;;;;;;;;;;;;Schneider;;;;;;;;;;;;;;;;;
entity_0306;Wirt Herr Häberle;m;;;;;;;;;;;;;;;Wirt;;;;;;;;;;;;;Herr Häberle;;;;Wirt von Kleindeutschland
entity_0307;Westphale;m;;;;;;;;;;;;;;;Westphale;;;;;;;;;;;;;;;;;
entity_0308;Herr Merbach;m;;;;;;;;;;;;;;;Herr Merbach;;;;;;;;;;;;;;;;;
entity_0309;einige Gäste;m;;;x;x;group;;;;;;;;;;einige Gäste;;;;;;;;;;;;;;;;;
entity_0310;Gesellschaft im Wirtshaus;m;;;x;x;group;;;;;;;;;;Gesellschaft im Wirtshaus;;;;;;;;;;;;;;;;;
entity_0311;Gärtner;m;;;;;;;;;;;;;;;Gärtner;;;;;;;;;;;;;;;;;
entity_0312;Landsleute am Hafen;m;;;x;x;group;;;;;;;;;;Landsleute am Hafen;;;;;;;;;;;;;;;;;
entity_0313;Sallmanns Nachbar;m;;;;;;;;;;;;;;;Sallmanns Nachbar;;;;;;;;;;;;;;;;;
entity_0314;Herr Loßbert;m;;;;;;;;;;;;;;;Herr Loßbert;;;;;;;;;;;;;;;;;
entity_0315;Studiosen eines deutschen Professors;m;;;x;x;group;;;;;;;;;;Studiosen eines deutschen Professors;;;;;;;;;;;;;;;;;
entity_0316;Veronika Häberle;f;;;;;;;;;;;;;;;Wirtstochter;;;;;;;;;;;;;Vronele;;;;Vronele
entity_0317;Verein;u;;;x;x;group;;;;;;;;;;Verein;;;;;;;;;;;;;;;;;
entity_0318;Herr Sorau;m;;;;;;;;;;;;;;;Herr Sorau;;;;;;;;;;;;;;;;;
entity_0319;Maschinenbauer;m;;;;;;;;;;;;;;;Maschinenbauer;;;;;;;;;;;;;;;;;
entity_0320;Arme unter den Gästen;m;;;x;x;group;;;;;;;;;;Arme unter den Gästen;;;;;;;;;;;;;;;;;
entity_0321;Westphales Bruder;m;;;;;;;;;;;;;;;Westphales Bruder;;;;;;;;;;;;;;;;;
entity_0322;Herr Carrey;m;;;;;;;;;;;;;;;Herr Carrey;;;;;;;;;;;;;;;;;
entity_0323;Arzt;m;;;;;;;;;;;;;;;Arzt;;;;;;;;;Doctor Althof;Doctor Althof;Doctor Althof;;;;;;
entity_0324;zwei deutsche Doktoren in Williamsburg;m;;;x;x;group;;;;;;;;;;Doktoren;;;;;;;;;;;;;;;;;
entity_0325;Menschen von neunerlei Handwerk;m;;;x;x;group;;;;;;;;;;Menschen von neunerlei Handwerk;;;;;;;;;;;;;;;;;
entity_0326;Männer im Wirtshaus;m;;;x;x;group;;;;;;;;;;Männer im Wirtshaus;;;;;;;;;;;;;;;;;
entity_0327;sogenannter Meister;m;;;;;;;;;;;;;;;sogenannter Meister;;;;;;;;;;;;;;;;;
entity_0328;deutscher Offizier;m;;;;;;;;;;;;;;;Offizier;;;;;;;;;;;;;;;;;
entity_0329;Meister unter den Gästen;m;;;x;x;group;;;;;;;;;;Meister unter den Gästen;;;;;;;;;;;;;;;;;
entity_0330;Gottfried August Bürger;m;;;;;;;;;;;;;;;Gottfried August Bürger;;;;;;;;;;;;;;;;;
entity_0331;Einige South-Shop-Betreiber;m;;;x;x;group;;;;;;;;;;Einige South-Shop-Betreiber;;;;;;;;;;;;;;;;;
entity_0332;Oberfranke;m;;;;;;;;;;;;;;;Oberfranke;;;;;;;;;;;;;;;;;
entity_0333;Banquier;m;;;;;;;;;;;;;;;Banquier;;;;;;;;;;;;;;;;;
entity_0334;ein Teil von Carreys Arbeitern;m;;;x;x;group;;;;;;;;;;ein Teil von Carreys Arbeitern;;;;;;;;;;;;;;;;;
entity_0335;ein deutscher Professor;m;;;;;;;;;;;;;;;ein deutscher Professor;;;;;;;;;;;;;;;;;
entity_0336;dritte Personengruppe unter den Gästen;m;;;entity_0305, x;Schneider, x;group;;;;;;;;;;dritte Personengruppe unter den Gästen;;;;;;;;;;;;;;;;;
entity_0337;viele Gäste 2;m;;;x;x;group;;;;;;;;;;viele Gäste 2;;;;;;;;;;;;;;;;;
entity_0338;Manchen der Gäste;m;;;x;x;group;;;;;;;;;;Manchen der Gäste;;;;;;;;;;;;;;;;;
entity_0339;Kunden;u;;;x;x;group;;;;;;;;;;Kunden;;;;;;;;;;;;;;;;;
entity_0340;Königin Elisabeth;f;;;;;;;;;;;;;;;Königin Elisabeth;;;;;;;;;;;;;;;;;
entity_0341;Sallmanns Frau;f;;;;;;;;;;;;;;;Sallmanns Frau;;;;;;;;;;;;;;;;;
entity_0342;viele der Gäste;m;;;x;x;group;;;;;;;;;;viele der Gäste;;;;;;;;;;;;;;;;;
entity_0343;Vater Jahn;m;;;;;;;;;;;;;;;Vater Jahn;;;;;;;;;;;;;;;;;
entity_0344;Spötter unter den Gästen;m;;;x;x;group;;;;;;;;;;Spötter unter den Gästen;;;;;;;;;;;;;;;;;
entity_0345;Sallmanns Kind;u;;;;;;;;;;;;;;;Sallmanns Kind;;;;;;;;;;;;;;;;;
entity_0346;Landsleute;u;;;x;x;group;;;;;;;;;;Landsleute;;;;;;;;;;;;;;;;;
entity_0347;Geschwister der Gäste;u;;;x;x;group;;;;;;;;;;Geschwister der Gäste;;;;;;;;;;;;;;;;;
entity_0348;Freunde der Gäste;u;;;x;x;group;;;;;;;;;;Freunde der Gäste;;;;;;;;;;;;;;;;;
entity_0349;Führer;u;;;;;nonfact;;;;;;;;;;Führer;;;;;;;;;;;;;;;;;
entity_0350;Tischgenossen;m;;;x;x;group;;;;;;;;;;Tischgenossen;;;;;;;;;;;;;;;;;
entity_0351;Töchterchen;f;;;;;;;;;;;;;;;Töchterchen;;;;;;;;;;;;;;;;;
entity_0352;Jury;u;;;x;x;group;;;;;;;;;;Jury;;;;;;;;;;;;;;;;;
entity_0353;Kopf mit Instinkt zum Lächerlichen;u;;;;;;;;;;;;;;;Kopf mit Instinkt zum Lächerlichen;;;;;;;;;;;;;;;;;
entity_0354;Ludlow;m;;;;;;;;;;;;;;;Ludlow;;;;;;;;;;;;;;;;;
entity_0355;Eltern der Gäste;mf;;;x;x;group;;;;;;;;;;Eltern der Gäste;;;;;;;;;;;;;;;;;
entity_0356;Demosthenes;m;;;;;;;;;;;;;;;Demosthenes;;;;;;;;;;;;;;;;;
entity_0357;einer der Gärtner in Amerika;m;;;;;;;;;;;;;;;einer der Gärtner in Amerika;;;;;;;;;;;;;;;;;
entity_0358;einige Gäste 5;m;;;x;x;group;;;;;;;;;;einige Gäste 5;;;;;;;;;;;;;;;;;
entity_0359;Schiffsreeder;m;;;x;x;group;;;;;;;;;;Schiffsreeder;;;;;;;;;;;;;;;;;
entity_0360;Sallmanns Junge;m;;;;;;;;;;;;;;;Sallmanns Junge;;;;;;;;;;;;;;;;;
entity_0361;Mortimer;m;;;;;;;;;;;;;;;Mortimer;;;;;;;;;;;;;;;;;
entity_0362;Moosbach;m;;;;;;;;;;;;;;;Moosbach;;;;;;;;;;;;;;;;;
entity_0363;Geschäftsleute im grünen Baum;m;;;x;x;group;;;;;;;;;;Geschäftsleute im grünen Baum;;;;;;;;;;;;;;;;;
entity_0364;Gläubige;u;;;x;x;group;;;;;;;;;;Gläubige;;;;;;;;;;;;;;;;;
entity_0365;Hanauer;m;;;x;x;group;;;;;;;;;;Hanauer;;;;;;;;;;;;;;;;;
entity_0366;Hamlet;m;;;;;;;;;;;;;;;Hamlet;;;;;;;;;;;;;;;;;
entity_0367;Handwerker im grünen Baum;m;;;"entity_0299, entity_0300, entity_0303, entity_0304, entity_0305, entity_0318, entity_0307
entity_0308, entity_0365, entity_0302, x";Henning, Sallmann, Herr Poll, Schreiner, Herr Merbach, x;group;;;;;;;;;;Handwerker im grünen Baum;;;;;;;;;;;;;;;;;
entity_0368;Frau des Bruders des Westphalen;f;;;;;;;;;;;;;;;Frau des Bruders des Westphalen;;;;;;;;;;;;;;;;;
entity_0369;Collaborator des Arztes;m;;;;;nonfact;;;;;;;;;;Collaborator des Arztes;;;;;;;;;;;;;;;;;
entity_0370;Carreys Arbeiter;m;;;entity_0334, x;ein Teil von Carreys Arbeitern, x;group;;;;;;;;;;Carreys Arbeiter;;;;;;;;;;;;;;;;;
entity_0371;Betrüger;m;;;x;x;group;;;;;;;;;;Betrüger;;;;;;;;;;;;;;;;;
entity_0372;Banquier's Leute;u;;;x;x;group;;;;;;;;;;Banquier's Leute;;;;;;;;;;;;;;;;;
entity_0373;Auswanderer die dem Schneider Briefe geschickt hatten;u;;;x;x;group;;;;;;;;;;Auswanderer die dem Schneider Briefe geschickt hatten;;;;;;;;;;;;;;;;;
entity_0374;Abraham;m;;;;;;;;;;;;;;;Abraham;;;;;;;;;;;;;;;;;
entity_0375;Agenten;m;;;x;x;group;;;;;;;;;;Agenten;;;;;;;;;;;;;;;;;
entity_0376;Anderer Gast;m;;;;;;;;;;;;;;;Anderer Gast;;;;;;;;;;;;;;;;;
entity_0377;Bengel;m;;;;;;;;;;;;;;;Bengel;;;;;;;;;;;;;;;;;
entity_0378;Destilateur in Amerika;m;;;;;;;;;;;;;;;Destilateur in Amerika;;;;;;;;;;;;;;;;;
entity_0379;Hennings Kammerdiener;m;;;;;;;;;;;;;;;Hennings Kammerdiener;;;;;;;;;;;;;;;;;
entity_0380;Einige Gäste 6;m;;;x;x;group;;;;;;;;;;Einige Gäste 6;;;;;;;;;;;;;;;;;
entity_0381;Ein Gast;m;;;;;;;;;;;;;;;Ein Gast;;;;;;;;;;;;;;;;;
entity_0382;Fallstaff;m;;;;;;;;;;;;;;;Fallstaff;;;;Sir John Fallstaff;Fallstaff;;;;;Falstaff;;;;;;;
entity_0383;Leute;u;;;x;x;group;;;;;;;;;;Leute;;;;;;;;;;;;;;;;;
entity_0384;Glöckner an der Trinitatis-Kirche;m;;;;;;;;;;;;;;;Glöckner;;;;;;;;;;;;;;;;;
entity_0385;Taubmann;m;;;;;;;;;;;;;;;Taubmann;;;;;;;;;;;;;;;;;
entity_0386;Messias;m;;;;;;;;;;;;;;;Messias;;;;;;;;;;;;;;;;;
entity_0387;Sallmanns Nachbars Kundschaft;u;;;x;x;group;;;;;;;;;;Sallmanns Nachbars Kundschaft;;;;;;;;;;;;;;;;;
entity_0388;Pharao;m;;;;;;;;;;;;;;;Pharao;;;;;;;;;;;;;;;;;
entity_0389;Uhrmacher;m;;;;;;;;;;;;;;;Uhrmacher;;;;;;;;;;;;;;;;;
entity_0390;Tischgenossen des Schreiners;m;;;x;x;group;;;;;;;;;;Tischgenossen des Schreiners;;;;;;;;;;;;;;;;;
entity_0391;deutsche Landsleute;m;;;x;x;group;;;;;;;;;;deutsche Landsleute;;;;;;;;;;;;;;;;;
entity_0392;die meisten Anwesenden;m;;;x;x;group;;;;;;;;;;die meisten Anwesenden;;;;;;;;;;;;;;;;;
entity_0393;Yankee;u;;;;;;;;;;;;;;;Yankee;;;;;;;;;;;;;;;;;
entity_0394;ein Möbelschreiner;m;;;;;;;;;;;;;;;ein Möbelschreiner;;;;;;;;;;;;;;;;;
entity_0395;einige Gäste 4;m;;;x;x;group;;;;;;;;;;einige Gäste 4;;;;;;;;;;;;;;;;;
entity_0396;einige Gäste 3;m;;;x;x;group;;;;;;;;;;einige Gäste 3;;;;;;;;;;;;;;;;;
entity_0397;einer der Gäste 3;m;;;;;;;;;;;;;;;einer der Gäste 3;;;;;;;;;;;;;;;;;
entity_0398;einer der Gäste 2;m;;;;;;;;;;;;;;;einer der Gäste 2;;;;;;;;;;;;;;;;;
entity_0399;einer der Gäste;m;;;;;;;;;;;;;;;einer der Gäste;;;;;;;;;;;;;;;;;
entity_0400;hitzigste Köpfe unter den Gästen;m;;;x;x;group;;;;;;;;;;hitzigste Köpfe;;;;;;;;;;;;;;;;;
entity_0401;neue Arbeiter;m;;;x;x;group, nonfact;;;;;;;;;;neue Arbeiter;;;;;;;;;;;;;;;;;
entity_0402;Pauline von Milden;f;;;;;;;;;;;;;;;;Pauline;Pauline;;;Pauline;;;;Pauline;;;;;Pauline;Pauline;Pauline;
entity_0403;Frau von Milden;f;;;;;;;;;;;;;;;;ältere Dame;Frau v. Milden;;;;;;;Frau v. Milden;;;;Frau v. Milden;Frau v. Milden;Frau v. Milden;Frau v. Milden;
entity_0404;Kapitän;m;;;;;;;;;;;;;;;;Kapitän;;;;;;;;;;;;;;;;
entity_0405;Schiller;m;;;;;;;;;;;;;;;;Schiller;;;;;;;;;;;;;;;;
entity_0406;Goethe;m;;;;;;;;;;;;;;;;Goethe;;Goethe;Goethe;;;;;;;;;;;;;
entity_0407;Amerikaner der Familienvater erschlug;m;;;;;;;;;;;;;;;;Amerikaner der Familienvater erschlug;;;;;;;;;;;;;;;;
entity_0408;Shakespeare;m;;;;;;;;;;;;;;;;Shakespeare;;;;;;;;;;;;Shakespeare;;;;
entity_0409;Romantiker;u;;;x;x;group;;;;;;;;;;;Romantiker;;;;;;;;;;;;;;;;
entity_0410;Stürmer und Dränger von heute;u;;;x;x;group;;;;;;;;;;;Stürmer und Dränger;;;;;;;;;;;;;;;;
entity_0411;Passagiere auf Benthals Schiff;u;;;x;x;group;;;;;;;;;;;Passagiere auf Benthals Schiff;;;;;;;;;;;;;;;;
entity_0412;Racine;m;;;;;;;;;;;;;;;;Racine;;;;;;;;;;;;;;;;
entity_0413;Andere Überwinder der Romantik;u;;;entity_0423, entity_0447, x;Hölderlin, Heinrich von Kleist, x;group;;;;;;;;;;;Andere Überwinder der Romantik;;;;;;;;;;;;;;;;
entity_0414;Wilhelm Meister;m;;;;;;;;;;;;;;;;Wilhelm Meister;;;;;;;;;;;;;;;;
entity_0415;Lenze;u;;;x;x;group;;;;;;;;;;;Lenze;;;;;;;;;;;;;;;;
entity_0416;Kleindeutschland;m;;;x;x;group;;;;;;;;;;;Kleindeutschland;;;;;;;;;;;;alle Kleindeutschen;;;;
entity_0417;Wallenstein;m;;;;;;;;;;;;;;;;Wallenstein;;;;;;;;;;;;;;;;
entity_0418;Werther;m;;;;;;;;;;;;;;;;Werther;;;;;;;;;;;;;;;Werther;
